series_code,series_name,variant,n_obs,var_omega,acf1,acf2,window,lags,no_model_share,mean_cond,median_cond,sign_stability_x,sign_stability_lag1,mean_r2
27,Производство электрического обо,raw,156.0,0.029947720546018537,0.35562930593868025,0.26956289571485914,24,3,0.0,1.4997937607673644,1.4390959555292733,1.0,0.5112781954887218,0.554362816321714
28,Производство машин и оборудован,adj_smoothed,156.0,0.00043757743162113963,0.9943400718252554,0.9802467414726282,24,3,0.0,56.524368154011846,55.0607161551185,1.0,1.0,0.9420441633510684
28,Производство машин и оборудован,adj_unsmoothed,156.0,0.006266849070667927,0.9345865070665657,0.927294978020262,24,3,0.0,2.3321023241198,2.053339309848565,1.0,0.8270676691729323,0.47524611518094945
28,Производство машин и оборудован,raw,156.0,0.04413894699629938,0.5635682128356879,0.5279964501372046,24,3,0.0,1.510599610049807,1.4512727035032917,1.0,0.7218045112781954,0.6260469613601894
29,Производство автотранспортных с,adj_smoothed,156.0,0.0027428879943822023,0.980938663408351,0.9306808805451153,24,3,0.0,99.44202042973563,83.97706747251148,1.0,1.0,0.9520899286530634
29,Производство автотранспортных с,adj_unsmoothed,156.0,0.0162180297891727,0.9083704116528657,0.8329159516371943,24,3,0.0,4.704262291720034,3.9873555645744045,0.8721804511278195,0.7669172932330827,0.4310488951167107
29,Производство автотранспортных с,raw,156.0,0.05910023224127409,0.7127463064029368,0.5895643442810853,24,3,0.0,2.3235316771049117,2.2177109849039445,1.0,0.5112781954887218,0.47524261377580074
30.2,Производство железнодорожных,adj_smoothed,156.0,0.0012721807601002787,0.9910320401973199,0.9671876446071714,24,3,0.0,100.15310219045543,76.76020542915525,1.0,1.0,0.9426556044485683
30.2,Производство железнодорожных,adj_unsmoothed,156.0,0.012329119716854556,0.9102533505974093,0.8893865267934914,24,3,0.0,4.413371628733409,3.4061118078597334,1.0,0.7969924812030075,0.39907056176438255
30.2,Производство железнодорожных,raw,156.0,0.04236213549324068,0.7347747627530857,0.6859338609845355,24,3,0.0,2.189130038609211,1.9060197388837188,1.0,0.7744360902255639,0.5224583593946731
31,Производство мебели,adj_smoothed,156.0,0.00048369484655726597,0.997775120899767,0.9917116607762355,24,3,0.0,100.8455868312417,99.87348403133753,1.0,1.0,0.9394270008285379
31,Производство мебели,adj_unsmoothed,156.0,0.007938690337189318,0.9721764491664832,0.973108425480528,24,3,0.0,3.8816783709194307,3.8715748425925685,1.0,0.7368421052631579,0.36399613412699466
31,Производство мебели,raw,156.0,0.0219360938315655,0.9089091098799775,0.8746747883956494,24,3,0.0,2.502953923915487,2.1503854360880386,0.9774436090225563,0.7218045112781954,0.37470987637360786
32.1,Производство ювелирных издели,adj_smoothed,156.0,0.0024444973581602887,0.9858870250984575,0.9480376866535252,24,3,0.0,84.81390974197323,81.01099451803648,1.0,1.0,0.9586034383956564
32.1,Производство ювелирных издели,adj_unsmoothed,156.0,0.014452472471384231,0.8958287391255678,0.8595717948768706,24,3,0.0,3.9211658764851873,3.4731952863307813,0.849624060150376,0.6766917293233082,0.41532940843432276
32.1,Производство ювелирных издели,raw,156.0,0.025768489466432242,0.8145937069014152,0.7357668777067993,24,3,0.0,2.8601092313573324,2.3190063921533888,0.9097744360902256,0.5263157894736842,0.4196520655805121
33,Ремонт и монтаж машин и оборудо,adj_smoothed,156.0,0.0006449772256540585,0.9730448214862707,0.9105700547497726,24,3,0.0,38.18765246886614,37.90437847032817,1.0,1.0,0.9332301725064692
33,Ремонт и монтаж машин и оборудо,adj_unsmoothed,156.0,0.01350508382836973,0.6266326582476949,0.6582263177363689,24,3,0.0,1.8840213109789177,1.732080418040394,1.0,0.5413533834586466,0.5275458557997339
33,Ремонт и монтаж машин и оборудо,raw,156.0,0.09943856443778219,0.08978592291576915,-0.03723090485973789,24,3,0.0,1.4369444964213867,1.4110403832100313,1.0,0.8947368421052632,0.532857981393673
"35.1+35.3 Производство, передача и","35.1+35.3 Производство, передача и",adj_smoothed,156.0,9.992945425697525e-05,0.9450020249361404,0.8107241507029954,24,3,0.0,38.77414550307241,35.33215961453286,1.0,1.0,0.9576500820780837
"35.1+35.3 Производство, передача и","35.1+35.3 Производство, передача и",adj_unsmoothed,156.0,0.0009429649473998676,0.6399714345031008,0.5002575439565495,24,3,0.0,2.451120142017933,2.2480087130106927,0.9849624060150376,0.5864661654135338,0.4192860414172334
"35.1+35.3 Производство, передача и","35.1+35.3 Производство, передача и",raw,156.0,0.030058842211370472,0.8388209574770232,0.4781156350897075,24,3,0.0,11.097463549112138,10.53619398869089,0.9022556390977443,0.631578947368421,0.8076483697983479
35.2,Производство и распределение,adj_smoothed,156.0,0.00025022817869232045,0.9827910291892513,0.9388984082508649,24,3,0.0,50.606079249042274,43.20638046619516,1.0,1.0,0.966726381695934
35.2,Производство и распределение,adj_unsmoothed,156.0,0.0021382471015605775,0.8592757610512228,0.8330080315553581,24,3,0.0,2.7580988010595155,2.414001111068721,1.0,0.8195488721804511,0.38054129803712294
35.2,Производство и распределение,raw,156.0,0.05309648946310376,0.8445079750429998,0.4880861879262846,24,3,0.0,13.702475657224106,13.665361147180644,0.6691729323308271,0.7894736842105263,0.8390821657721658
