date,series_code,series_name,series_label,variant,index_value
2022-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,107.481
2022-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,106.74
2022-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,105.093
2022-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.494
2022-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.177
2022-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.138
2022-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,105.194
2022-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,105.419
2022-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.974
2022-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.51
2022-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.417
2022-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.576
2023-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.686
2023-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.537
2023-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,104.076
2023-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.481
2023-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.004
2023-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.779
2023-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.802
2023-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.021
2023-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.299
2023-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.471
2023-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.443
2023-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.26
2024-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,103.075
2024-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.955
2024-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.788
2024-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.471
2024-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.036
2024-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.655
2024-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.388
2024-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.18
2024-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.998
