model,case,regime,start,end,window,lags,period,rho,rho_band,no_model,b_sum,R2_enter,selected,selected_count,hit_rate,false_lag_count,false_lag_rate
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,0,30,30,10,2,15.0,rho>=2,0,-5.773633402709407e-17,1.0,"['X_n', 'Lag_8']",2.0,0.5,1.0,0.5
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,1,31,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,2,32,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,3,33,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,4,34,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,5,35,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,6,36,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,7,37,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,8,38,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,9,39,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,10,40,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,11,41,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,12,42,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,13,43,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,14,44,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,15,45,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,16,46,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,17,47,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,18,48,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,19,49,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,20,50,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,21,51,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,22,52,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,23,53,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,24,54,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,25,55,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,26,56,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,27,57,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,28,58,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,29,59,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,30,60,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,31,61,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,32,62,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,33,63,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,34,64,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,35,65,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,36,66,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,37,67,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,38,68,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,39,69,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,40,70,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,41,71,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,42,72,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,43,73,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,44,74,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,45,75,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,46,76,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,47,77,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,48,78,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,49,79,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,50,80,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,51,81,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,52,82,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,53,83,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,54,84,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,55,85,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,56,86,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,57,87,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,58,88,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,59,89,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,60,90,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,61,91,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,62,92,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,63,93,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,64,94,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,65,95,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,66,96,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,67,97,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,68,98,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,69,99,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,70,100,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,71,101,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,72,102,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,73,103,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,74,104,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,75,105,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,76,106,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,77,107,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,78,108,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,79,109,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,80,110,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,81,111,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,82,112,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,83,113,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,84,114,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,85,115,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,86,116,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,87,117,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,88,118,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,89,119,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,90,120,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,91,121,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,92,122,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,93,123,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,94,124,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,95,125,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,96,126,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,97,127,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,98,128,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,99,129,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,100,130,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,101,131,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,102,132,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,103,133,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,104,134,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,105,135,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,106,136,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,107,137,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,108,138,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,109,139,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,110,140,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,111,141,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,112,142,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,113,143,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,114,144,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,115,145,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,116,146,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,117,147,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,118,148,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,119,149,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,120,150,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,121,151,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,122,152,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,123,153,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,124,154,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,125,155,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,126,156,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,127,157,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,128,158,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,129,159,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,130,160,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,131,161,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,132,162,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,133,163,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,134,164,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,135,165,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,136,166,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,137,167,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,138,168,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,139,169,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,140,170,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,141,171,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,142,172,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,143,173,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,144,174,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,145,175,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,146,176,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,147,177,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,148,178,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,149,179,30,10,2,15.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,0,40,40,3,2,20.0,rho>=2,1,-0.1242343391900041,0.05271012408629905,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,1,41,40,3,2,20.0,rho>=2,1,-0.04514494356792256,0.05361241822078411,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,2,42,40,3,2,20.0,rho>=2,1,0.03724991485168869,0.06388276751061606,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,3,43,40,3,2,20.0,rho>=2,1,0.13128400948187846,0.10408078141803756,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,4,44,40,3,2,20.0,rho>=2,1,0.2539608338894215,0.2531810442570668,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,5,45,40,3,2,20.0,rho>=2,1,0.35281608046106866,0.36331512099361263,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,6,46,40,3,2,20.0,rho>=2,1,0.31900011824123087,0.3420908129610306,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,7,47,40,3,2,20.0,rho>=2,0,2.6337811222155348e-17,1.0,"['X_n', 'Lag_1']",2.0,1.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,8,48,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,9,49,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,10,50,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,11,51,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,12,52,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,13,53,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,14,54,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
mixed,mixed_q_2_8_gamma_neg_0_2,цикл с отрицательной памятью,15,55,40,3,2,20.0,rho>=2,1,0.0,,[],0.0,0.0,0.0,0.0
