start,end,model_name,valid,a,k,alpha,segment,model,case,regime,method,observation,R2,g,q,gamma
112,137,mixed,True,,1.0000000000000004,2.8000000000000016,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000003,0.49999999999999994
113,138,mixed,True,,1.0000000000000002,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.49999999999999983
114,139,mixed,True,,1.0,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000001
115,140,mixed,True,,1.0000000000000002,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.49999999999999967
116,141,mixed,True,,1.0000000000000007,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000004
117,142,mixed,True,,1.0,2.799999999999999,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000003
118,143,mixed,True,,1.0000000000000009,2.8000000000000003,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999998,0.5000000000000003
119,144,mixed,True,,1.0000000000000002,2.8,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000002
120,145,mixed,True,,0.9999999999999999,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.800000000000001,0.49999999999999994
121,146,mixed,True,,1.0,2.799999999999999,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.49999999999999983
122,147,mixed,True,,0.9999999999999997,2.8000000000000016,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000025,0.49999999999999967
123,148,mixed,True,,1.0,2.799999999999998,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999998,0.5
124,149,mixed,True,,0.9999999999999992,2.799999999999997,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.7999999999999994,0.4999999999999996
125,150,mixed,True,,1.0000000000000002,2.799999999999999,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.7999999999999985,0.5000000000000004
126,151,mixed,True,,1.0000000000000002,2.8000000000000016,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.800000000000001,0.4999999999999998
127,152,mixed,True,,0.9999999999999996,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.800000000000002,0.49999999999999994
128,153,mixed,True,,1.0000000000000007,2.8000000000000016,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.5000000000000004
129,154,mixed,True,,0.9999999999999999,2.7999999999999994,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.5000000000000001
130,155,mixed,True,,1.0000000000000004,2.7999999999999994,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999998,0.49999999999999983
131,156,mixed,True,,1.0000000000000002,2.8000000000000003,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.5000000000000003
132,157,mixed,True,,1.0000000000000002,2.8000000000000016,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000003
133,158,mixed,True,,1.0,2.799999999999997,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999997,0.5
134,159,mixed,True,,0.9999999999999997,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000016,0.4999999999999998
135,160,mixed,True,,0.9999999999999996,2.7999999999999994,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000001
136,161,mixed,True,,0.9999999999999996,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.800000000000002,0.4999999999999998
137,162,mixed,True,,0.9999999999999997,2.8,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5
138,163,mixed,True,,1.0000000000000002,2.8000000000000025,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000016,0.5000000000000003
139,164,mixed,True,,1.0000000000000002,2.799999999999999,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.7999999999999985,0.49999999999999967
140,165,mixed,True,,0.9999999999999997,2.8,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000001
141,166,mixed,True,,0.9999999999999997,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000016,0.49999999999999983
142,167,mixed,True,,1.0000000000000002,2.8,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000001
143,168,mixed,True,,1.0000000000000002,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.5000000000000001
144,169,mixed,True,,1.0,2.7999999999999963,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.7999999999999963,0.5
145,170,mixed,True,,1.0000000000000002,2.799999999999999,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999998,0.5000000000000002
146,171,mixed,True,,0.9999999999999999,2.7999999999999985,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000001
147,172,mixed,True,,1.0000000000000002,2.8000000000000003,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8,0.49999999999999994
148,173,mixed,True,,1.0,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000001
149,174,mixed,True,,1.0000000000000002,2.8000000000000016,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000003
150,175,mixed,True,,0.9999999999999999,2.7999999999999985,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.4999999999999998
151,176,mixed,True,,1.0000000000000007,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000001
152,177,mixed,True,,1.0,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.5000000000000001
153,178,mixed,True,,1.0,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.8000000000000007,0.49999999999999994
154,179,mixed,True,,1.0000000000000002,2.7999999999999994,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.7999999999999985,0.49999999999999983
155,180,mixed,True,,1.0000000000000007,2.8000000000000007,late,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",regression,clean,1.0,,2.799999999999999,0.5000000000000002
0,5,mixed,True,,0.000633502117173351,2.789277193767953,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,4402.948495600209,-3.848237490790322
1,6,mixed,True,,0.0034541283661740315,2.924821674870613,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,846.7611405277025,-3.6309747352426918
2,7,mixed,True,,0.012633406734048752,2.6402060797524918,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,208.98607440832066,-3.8624546007169984
3,8,mixed,True,,0.09696296332260905,2.986684199889048,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,30.80231974709705,-3.097952622278739
4,9,mixed,False,,-0.9080003320640831,2.6312771230385645,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,-2.897881234313094,-6.183918084685171
5,10,mixed,True,,0.9932893059461101,2.9267308197510618,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.946503905992771,0.44009612687671423
6,11,mixed,True,,1.0140281434466771,2.752239487995704,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.714164794914719,0.4990325152279035
7,12,mixed,True,,1.0096459462081424,2.738107329690504,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7119480249228207,0.49402374189800796
8,13,mixed,True,,1.0928778320506745,2.7091761728425423,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.4789378038339818,0.5333363181677453
9,14,mixed,True,,1.3237448681352078,2.746854376264354,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.0750632862765435,1.4387348719473887
10,15,mixed,True,,1.0255293546418691,2.840900403100776,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.770179508018922,0.5213307993544379
11,16,mixed,True,,1.0278215536617707,2.8642657954843536,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.78673451172528,0.523924316253316
12,17,mixed,True,,1.0158589937492775,2.904390872646481,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8590492287980958,0.5137944357358695
13,18,mixed,True,,1.002295198471879,2.8788049957857087,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8722126975912854,0.48526185470043975
14,19,mixed,True,,0.973645350860793,2.6265925984158756,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.6976892521427063,0.4494666910928814
15,20,mixed,True,,0.9618526082551693,2.705962738337627,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.813282113198537,0.4399338703705362
16,21,mixed,True,,0.9904735652251933,2.7422431224348083,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7686181829712275,0.4933034634860001
17,22,mixed,True,,1.0064734316805635,2.8603662579549107,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.84196896601513,0.5141627148387994
18,23,mixed,True,,1.0094243633933426,2.8382063167602496,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8117077610641,0.5167525115855149
19,24,mixed,True,,0.9959669974727633,2.822041029443726,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8334684147211417,0.49216450826700664
20,25,mixed,True,,0.9783262051832986,2.7054332379535584,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.765369284416408,0.4689391446945337
21,26,mixed,True,,0.9787139453687778,2.7014900105869746,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7602447307206375,0.4691874900648002
22,27,mixed,True,,0.9884174040881282,2.708094560652284,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.739828891571023,0.4870752472171258
23,28,mixed,True,,1.0052128708526393,2.8143111765036535,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7997166153637734,0.5091414533098975
24,29,mixed,True,,1.0017080435913053,2.8456637087804406,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8408114789397314,0.5065545252586644
25,30,mixed,True,,0.9735735193945709,2.8207436776489017,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.897309367455903,0.45440821493162675
26,31,mixed,True,,0.9509558823710613,2.6847694090843603,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8232323484768855,0.4242588618043015
27,32,mixed,True,,0.9479532506421002,2.7308501051974745,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8807856329916284,0.4239845605147471
28,33,mixed,True,,0.9760166034473644,2.7329435723376396,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8000994682720317,0.47795712440738203
29,34,mixed,True,,1.008808832976217,2.9180068557357526,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8925270679153,0.521220196134121
30,35,mixed,True,,1.0303378566831283,2.762325323062337,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.6809898376002956,0.5326726315247833
31,36,mixed,True,,0.9921948344369075,2.740723592059336,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7622836734629415,0.45595813618821607
32,37,mixed,True,,1.0045670780371083,2.815627076389281,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8028263497256205,0.4718664020607155
33,38,mixed,True,,1.0124563066391612,2.7653499612283556,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7313277057929617,0.4753012770991388
34,39,mixed,True,,1.047446450733623,2.7829549129320066,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.656894689922189,0.5479220113707838
35,40,mixed,True,,1.02109850037615,2.628831996898664,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.5745136203121057,0.5154947159380329
36,41,mixed,True,,0.9706842216866229,2.8243458283697134,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9096443161116192,0.4840671747845651
37,42,mixed,True,,0.982601586591804,2.836054030133013,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.886270558518014,0.5113640877503534
38,43,mixed,True,,0.9819304791801176,2.8310169221411723,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.883113399743927,0.5104875813386468
39,44,mixed,True,,0.9797801236914759,2.84077828191962,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.899403869529972,0.509037830299598
40,45,mixed,True,,0.9691363575282682,2.8297169978300483,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9198337012627347,0.48518249722985024
41,46,mixed,True,,0.9780999112986077,2.896237489200882,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.96108552484745,0.49710249133064377
42,47,mixed,True,,1.0051635853334513,2.7611462682293166,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.746962095043802,0.5134738036054123
43,48,mixed,True,,0.9898166365687214,2.7487007399062544,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7769797337765967,0.4799331607739204
44,49,mixed,True,,0.983871852643507,2.7076122424441404,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7519968532174364,0.47229447973678124
45,50,mixed,True,,0.9744687371639946,2.76086904890571,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.833204333410113,0.46676125386640377
46,51,mixed,True,,0.9997791204834204,2.7815967103063417,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7822112437808904,0.5200140184143439
47,52,mixed,True,,1.0132757236111019,2.873756443415546,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.836105096028632,0.5373610726297701
48,53,mixed,True,,1.0141599657020746,2.8696826373136695,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8296153805746695,0.5379857415428265
49,54,mixed,True,,1.0037195252248619,2.8587872343176137,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.848193307465214,0.5154810410861318
50,55,mixed,True,,1.0269155158613033,3.0302185890753077,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.9507963822455023,0.5453828718092592
51,56,mixed,True,,1.0590010294125747,2.8956949667988514,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.734364638347034,0.5674096265133688
52,57,mixed,True,,1.0281411322564717,2.8648323239958553,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7864193291327415,0.5002629891623888
53,58,mixed,True,,1.0332722725744046,2.901899819237121,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8084561022885275,0.5067135003656136
54,59,mixed,True,,1.0487990984060953,2.8339128687574116,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7020550199406443,0.5160696481108301
55,60,mixed,True,,1.0536107962463683,2.83808305930161,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.6936730996043954,0.5263333698008676
56,61,mixed,True,,1.0245898298353209,2.646074382536673,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.582569439481913,0.4909422981148347
57,62,mixed,True,,0.9853226696582169,2.8186427891747545,early,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8606291887635846,0.46684209697737405
58,63,mixed,True,,0.9908873956031932,2.8241615057444873,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.850133646139788,0.47885674230356684
59,64,mixed,True,,0.9771723861183611,2.7309373952510843,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7947345156766397,0.46099996780058417
60,65,mixed,True,,0.9821933398188001,2.703164712930302,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7521716991371528,0.46351130520923767
61,66,mixed,True,,1.0042759617119519,2.717266572733236,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.705697115463376,0.5109710724188564
62,67,mixed,True,,1.0179652388572482,2.8100218050922545,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7604300204265724,0.5282548303431732
63,68,mixed,True,,1.0054595895545724,2.8670923193950024,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.851524167833687,0.5194164795774169
64,69,mixed,True,,0.9927193890169256,2.853069035200911,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.873993463577115,0.49218143001780507
65,70,mixed,True,,0.9893125615555829,2.8290577408140356,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8596197508759618,0.4877374894226903
66,71,mixed,True,,1.0037438965265348,2.75357963433047,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.743308969408689,0.49599910398282937
67,72,mixed,True,,1.0141020208098224,2.7613666605273894,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7229673187341343,0.5181926280662994
68,73,mixed,True,,1.0259570580989226,2.84322658066707,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.771291993385679,0.5330938664363287
69,74,mixed,True,,1.0230302956307906,2.855863790593874,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7915730382480763,0.5310305398045652
70,75,mixed,True,,1.020418878725339,2.853047627660599,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.795957314337909,0.5254440244615617
71,76,mixed,True,,1.0252520464574477,2.888671803866351,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.817523567836392,0.5315368823073181
72,77,mixed,True,,1.0292665410499802,2.8710803152369806,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.789442968104375,0.5343890811751599
73,78,mixed,True,,1.0194070530754475,2.8602379982596187,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8057859611924116,0.5134238783200876
74,79,mixed,True,,1.0000155278210991,2.7242576064565576,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.724215305328661,0.4888675376197418
75,80,mixed,True,,0.9805980302986366,2.8236794895965867,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.879548400415049,0.47675386494539096
76,81,mixed,True,,0.9644224183294389,2.8081816908061383,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.911775625944529,0.44227755635998717
77,82,mixed,True,,0.9632081030892455,2.8001245951337976,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.90708164326391,0.44065650900222597
78,83,mixed,True,,0.9860595384282956,2.6514561138116983,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.688941195212126,0.4485483961035782
79,84,mixed,True,,1.014728168476606,2.6622471045150373,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.6236061905247228,0.5098520487257399
80,85,mixed,True,,1.055653020705203,2.9307535325775116,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.776247000761381,0.5606806936661827
81,86,mixed,True,,1.0587539137579416,2.918453041853566,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7564979963047382,0.5629144729901978
82,87,mixed,True,,1.0400065382119719,2.8975831695101135,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7861201473711645,0.5228500858214826
83,88,mixed,True,,0.9982619765805422,2.6118023571368862,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.6163496340743975,0.47086315835744613
84,89,mixed,True,,0.9661920081312737,2.7684383149959015,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.865308646415301,0.4520327923526648
85,90,mixed,True,,0.991969928367275,2.791500196231423,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8140976015533763,0.5075005377371886
86,91,mixed,True,,1.001734144980584,2.8599914806021602,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8550404265770473,0.5201299697485313
87,92,mixed,True,,1.0037217771371292,2.850467495508494,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8398980279562682,0.5214667352667925
88,93,mixed,True,,0.9934366598191464,2.840320199652928,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.859085349407182,0.49919584137129225
89,94,mixed,True,,0.9907479803749684,2.821587983267531,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8479371537044615,0.49569724390983444
90,95,mixed,True,,0.9963547017616339,2.794200274823183,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.804423233897342,0.49901408217760534
91,96,mixed,True,,0.9894454101466379,2.7884952314931186,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8182406051889792,0.4838616321565754
92,97,mixed,True,,0.9963718752564513,2.8364467416001355,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8467751971321715,0.49284059805214053
93,98,mixed,True,,1.0070449000419648,2.7840769029119423,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7646005682526433,0.49901037150050687
94,99,mixed,True,,1.0114245732422016,2.787529469840146,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.756042856368913,0.508518544166887
95,100,mixed,True,,0.9992760958277798,2.705976537021054,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7079368237859014,0.49314466978300314
96,101,mixed,True,,0.9828604055845683,2.782729920104247,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8312565083433023,0.48297596675708765
97,102,mixed,True,,1.0036933288327858,2.801718577374169,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.791408986081776,0.5282939275617108
98,103,mixed,True,,1.015407580259382,2.886951295743226,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8431453062481227,0.5432215219144887
99,104,mixed,True,,1.0120081815038964,2.901519014004538,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8670904712378227,0.5407011129001327
100,105,mixed,True,,0.9923027066542638,2.878142117248391,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.900467869278107,0.4978104122849199
101,106,mixed,True,,0.9864196187853957,2.835125743214291,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8741579032108624,0.4901220807218962
102,107,mixed,True,,0.9945282828918323,2.793221919465979,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8085897279301184,0.4949517263912907
103,108,mixed,True,,0.9740395420513844,2.775988814275765,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8499754829556196,0.4506277316231002
104,109,mixed,True,,0.9718631494914428,2.761483856445445,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.8414328271325813,0.4477636703171339
105,110,mixed,True,,0.9803166419390895,2.708933242010784,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7633247525538787,0.4512953315631025
106,111,mixed,True,,1.004557533991352,2.7211235419214383,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.708778193230756,0.5031282544181155
107,112,mixed,True,,1.0097269412223835,2.7536839711169083,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.727157074548567,0.5096807344503398
108,113,mixed,True,,1.000241400642464,2.79602065436339,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.795345856077824,0.5037996208472562
109,114,mixed,True,,1.0090043583674717,2.803769967971983,middle,mixed,mixed_q_2_8_gamma_0_5,"смешанная память, цикл",direct,noisy,,,2.7787491151260926,0.5230160921793486
