start,end,model_name,valid,a,k,alpha,segment,model,case,regime,method,observation,R2,g,q,gamma
123,128,mixed,False,,1.744285536867585,-65.97686784950754,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-37.82458000998496,1.0319688738542465
124,129,mixed,False,,1.8965051636166816,-17.647353817526625,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-9.30519681996156,1.2222296777150365
125,130,mixed,True,,0.8748039971442407,2.166761378085317,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.4768535410887633,-0.03438446232204503
126,131,mixed,True,,0.7204512574523627,1.5172415330511928,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.1059600040347144,-0.22838545102101113
127,132,mixed,False,,-1.4640686976420783,-0.9308131659919938,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.635771509554909,-3.0384423086899535
128,133,mixed,True,,0.1528476571803215,0.20010522334746972,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.309180834295656,-0.9558912905226712
129,134,mixed,True,,1.309595833895549,7.768015880297164,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,5.931613158229341,0.5454523097358489
130,135,mixed,False,,-1.8910832567719762,-1.073840514157626,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.5678441233680215,-3.646873490877898
131,136,mixed,True,,1.0104472344275097,2.982275411881071,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.9514410156911777,0.13818631444683066
132,137,mixed,True,,1.171525047274438,4.588471017204198,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.9166648872589716,0.3451599603194663
133,138,mixed,True,,1.640686116281601,93.28482340592768,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,56.857202898349286,0.9443083490761813
134,139,mixed,False,,-1.1496286535025169,-0.8421786583894377,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.7325658209923819,-2.6637516131477157
135,140,mixed,True,,1.0142406166363793,2.8211760528567895,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.7815648541200395,0.10543323930665122
136,141,mixed,False,,24.420754041705973,-2.143077339308749,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.08775639505843198,29.440180691309138
137,142,mixed,True,,0.8838140440739428,2.133219967812711,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.4136524895889058,-0.05057999647799995
138,143,mixed,True,,1.1097753928058751,3.6532969889593225,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.2919246656952748,0.23456524764562617
139,144,mixed,True,,1.3356613438542968,7.095469285908145,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,5.3123266002689435,0.5232346682734846
140,145,mixed,False,,1.8457641248460457,-21.552026663490015,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-11.67647933632238,1.1660795225287657
141,146,mixed,True,,1.0282176968977026,3.1498010924362365,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.0633601249421116,0.15317948976106674
142,147,mixed,True,,1.2844020446752629,6.1523443294502576,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.7900455740910655,0.4785586646424128
143,148,mixed,False,,-0.924221951919058,-0.7016081897316475,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.759133872848211,-2.396171000272643
144,149,mixed,True,,0.17638259819257915,0.23288184785410126,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.32032213064372,-0.9689198785757978
145,150,mixed,True,,0.8369024431977571,1.8718480144349963,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.2366382481604075,-0.1313062064177909
146,151,mixed,False,,1.9890443218384195,-16.831641575860534,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-8.462175222070218,1.3124177238637826
147,152,mixed,False,,6.336810387552855,-2.844164383257725,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.4488321741241309,6.743430688514544
148,153,mixed,True,,0.4213282877313675,0.640388630320163,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.5199279254861355,-0.6341614577926509
149,154,mixed,True,,0.6393046808112645,1.1865489645698943,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.8559991818989783,-0.352950173912131
150,155,mixed,True,,0.9700446722506342,2.6819265079286274,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.7647453613720665,0.07639616512365377
151,156,mixed,True,,1.4126330848154434,10.101765608891943,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,7.151018702221399,0.6404132101811577
152,157,mixed,False,,2.257702412545137,-8.098886281167369,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-3.587224886754402,1.7208257397929139
153,158,mixed,True,,1.0081996357123026,2.8250370118695125,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.8020611313488493,0.11150743655500121
154,159,mixed,True,,1.029398621412172,2.9806143052063963,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.8954908654506117,0.1383255025374586
155,160,mixed,True,,1.0135440641070381,2.8690074134665284,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.8306686557275706,0.11871366169295026
156,161,mixed,False,,-4.578670828072846,-1.4783081730108587,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.32286841061974225,-6.82808815568685
157,162,mixed,False,,2.309492427758536,-7.9993127777025475,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-3.4636670298444034,1.7325369680430938
158,163,mixed,False,,-0.32219632978542617,-0.30838991051373,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.9571490485913018,-1.5114818386869326
159,164,mixed,True,,1.2211573025854994,6.000024979970628,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.9133923756317515,0.42724520159970625
160,165,mixed,False,,-1.2026911575775951,-0.9051198193721463,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.7525787594507609,-2.7431735614663726
161,166,mixed,True,,1.106072119552867,3.5377876104561388,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.19851440780037,0.2355543615000564
162,167,mixed,True,,0.19508837152013084,0.2563414030158386,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.3139758203855176,-0.90567680441902
163,168,mixed,True,,1.3783174271910414,9.745844423485707,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,7.070827250111296,0.6025454435218972
164,169,mixed,False,,-1.581957017508249,-1.0229467176824942,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.6466336988685979,-3.2737020875645326
165,170,mixed,True,,1.2798417495355443,5.194976833591747,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.059077487882395,0.42730695972862065
166,171,mixed,False,,-5.960278862591725,-1.461596659048508,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.24522286502765375,-8.52592167948661
167,172,mixed,True,,0.8042223502735568,1.8568394394348613,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.308863262508504,-0.1174458208056554
168,173,mixed,True,,0.8646490956981865,2.1395247581296553,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.4744428332536827,-0.039692862520489355
169,174,mixed,True,,0.8969087548966153,2.3184276449786587,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.584909147470524,0.0031390459431602934
170,175,mixed,True,,1.01761903012179,3.1782904388313526,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.123261598646569,0.16198464477957625
171,176,mixed,True,,1.1841617200259227,4.912020838607199,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.1480996687679355,0.37259839806000183
172,177,mixed,True,,1.41264719073827,10.030634990646714,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,7.10059458328343,0.6674478344943211
173,178,mixed,True,,0.8808072845507156,2.16331297694762,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.4560570909118766,-0.0448901853539036
174,179,mixed,True,,0.6867769569228636,1.3386758100305423,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.9492148018893094,-0.2985035583352907
175,180,mixed,True,,1.2793616955714342,5.771730665189646,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.511414313222556,0.4537391407133144
0,25,mixed,True,,0.9994329988697553,2.8227104817306343,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.999084096867755,,2.8243118697529477,0.10919790706343178
1,26,mixed,True,,1.0011567538081756,2.8284411731506793,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9989496598279871,,2.8251731433583442,0.11220323867020493
2,27,mixed,True,,0.9964750694307302,2.815119325315974,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9987304960229825,,2.8250775274530504,0.10814528513578206
3,28,mixed,True,,0.9975355198532536,2.835756868596662,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9985179213114808,,2.8427628010818373,0.10884850843515563
4,29,mixed,True,,1.0015431063006406,2.8358644287494363,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9976522770136296,,2.8314951307729075,0.11155921821534563
5,30,mixed,True,,0.9974468630231395,2.8133441296479487,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9964502029326131,,2.820545368322726,0.10529994365830526
6,31,mixed,True,,0.9945859890625259,2.7781084910608187,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9950836321512802,,2.7932310746498654,0.10028402861408678
7,32,mixed,True,,0.9745483115404344,2.6570954899075176,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9954993670753797,,2.7264892447533358,0.07666773130504687
8,33,mixed,True,,0.9781451329051467,2.7039667221720105,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9949607720195249,,2.764381921669513,0.08377927516773183
9,34,mixed,True,,0.9775241361771715,2.6987683783864123,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9941352671181818,,2.760820197177488,0.08294161535020629
10,35,mixed,True,,0.9657794064641799,2.622058116070023,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9943571349304984,,2.714965859201382,0.0679414102840541
11,36,mixed,True,,0.7732196190369625,1.6706345954640922,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9947461787171128,,2.160621063320731,-0.17859750790958728
12,37,mixed,True,,0.6781711437970341,1.3191170497470452,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9943406099450683,,1.945109375137076,-0.30091826669682004
13,38,mixed,True,,0.6590411525703972,1.2538576906898182,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9944272046805025,,1.9025484005050566,-0.3261505375986871
14,39,mixed,True,,0.6545830472570031,1.2382325848772573,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.994331857567711,,1.8916355840042112,-0.3326372161066507
15,40,mixed,True,,0.6498858896524858,1.2237909034076562,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9943160455214687,,1.883085819976881,-0.3379674744318464
16,41,mixed,True,,0.6582020367432234,1.2547804268158507,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9947885207304515,,1.9063757885412977,-0.32817393116883137
17,42,mixed,True,,0.6980281828320269,1.3728985232964557,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9953711803569084,,1.9668239149404503,-0.27999523763083706
18,43,mixed,True,,0.6210755513213972,1.1333059612737642,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9956288296373825,,1.8247473417083446,-0.3758919107435862
19,44,mixed,True,,0.6260713051306986,1.1500932288641073,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9955515953174886,,1.8370003854816725,-0.36980513773696894
20,45,mixed,True,,0.6210062006449469,1.1373960772362848,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9956999808989182,,1.8315373921468745,-0.3770444776180724
21,46,mixed,True,,0.655259363557475,1.2376293978319457,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9957033542383635,,1.8887626284540517,-0.3358850454138385
22,47,mixed,True,,0.5595105225322287,0.9630517095409318,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9958196220230381,,1.7212396742466243,-0.45693897255656135
23,48,mixed,True,,0.6333628279188865,1.1623841153553895,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9953293425710305,,1.8352578713448806,-0.3618102365457163
24,49,mixed,True,,0.5644723733488312,0.9809898562847449,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9958322095495808,,1.737888163533763,-0.4487998145025247
25,50,mixed,True,,0.676941584248426,1.2971512419407345,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9962454361890161,,1.9161937634262725,-0.30946985178308156
26,51,mixed,True,,0.5043023955484541,0.8280600974875827,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9968005376260136,,1.6419912036844995,-0.5238015684083802
27,52,mixed,True,,0.5945221997561319,1.062306825040339,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9968112309463901,,1.7868244877585537,-0.4097739050917912
28,53,mixed,True,,0.5952053389949119,1.0618987478816226,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9967587356119862,,1.7840880756795432,-0.4099215489985303
29,54,mixed,True,,0.6103289008633623,1.1033999471358675,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9967282622229006,,1.8078775977591985,-0.39031610247311677
30,55,mixed,True,,0.5588743928366545,0.9695320744078545,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9973815721291979,,1.7347942343302627,-0.4567698123836409
31,56,mixed,True,,0.6930104216959341,1.3479791925528994,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.996939722060818,,1.9451066684598,-0.2877492172869621
32,57,mixed,True,,0.3578271452902977,0.5269123604468331,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9963083886766417,,1.4725332255588381,-0.7060059790492308
33,58,mixed,True,,0.5845903595890627,1.0364850987400702,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9960261707518702,,1.7730109327643833,-0.4218300691194049
34,59,mixed,True,,0.5919296971144407,1.052096264517531,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9964582848751339,,1.7774007110072803,-0.411396730640914
35,60,mixed,True,,0.6884910705800099,1.3465996933945297,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9967675724427432,,1.9558709632357396,-0.28731790508586075
36,61,mixed,True,,0.6748376065404241,1.3059287552912133,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.996686959216015,,1.9351748370783566,-0.3037373203216304
37,62,mixed,True,,0.6870541973830958,1.3483190214423906,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9967613663586554,,1.962463844305108,-0.28721698583406413
38,63,mixed,True,,0.6544171521778752,1.2467782871974578,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9967584212638129,,1.9051736083753723,-0.3282355374249621
39,64,mixed,True,,0.6809005115252442,1.3332131996592897,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9965227280985969,,1.9580146836324723,-0.29587905478157156
40,65,mixed,True,,0.6603345397908549,1.26601401587348,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9965143867014292,,1.917231251108657,-0.3228331542562091
41,66,mixed,True,,0.6851314320457318,1.340562401831873,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,noisy,0.9960719044210443,,1.9566499785728584,-0.2901500053802347
