series_code,series_name,variant,window,start,end,regime_label,interpretability_label,reading_mode,R2_enter,top_beta_predictor,top_b_predictor,b_sum,selected,selected_count,beta_x,beta_lag1,b_x,b_lag1
05,Добыча угля,adj_unsmoothed,24,17,41,turbulent_informative,interpretable,phase_caution,0.24316851191803324,Lag_2,Lag_2,-0.0016797637591462473,[],0.0,-0.0313408004079302,0.32683245442789016,-0.0001805828602566574,0.001869516772934745
05,Добыча угля,adj_unsmoothed,24,18,42,turbulent_informative,interpretable,phase_caution,0.27758274432718333,Lag_2,Lag_2,-0.0014823109353917594,[],0.0,-0.08741340131007862,0.37485583246492316,-0.00048622157594072285,0.002218968744876633
05,Добыча угля,adj_unsmoothed,24,19,43,turbulent_informative,interpretable,phase_caution,0.2457233723863005,Lag_2,Lag_2,-0.001204627529863863,[],0.0,-0.08270682827216667,0.3983071769389931,-0.0004239888274993588,0.0020715825731279737
05,Добыча угля,adj_unsmoothed,24,20,44,turbulent_informative,interpretable,phase_caution,0.08367848066678563,Lag_2,Lag_2,0.00040704541419730273,[],0.0,-0.21701133957999794,0.34704556796572733,-0.0011112640370892985,0.0018193805445167782
05,Добыча угля,adj_unsmoothed,24,21,45,turbulent_informative,interpretable,phase_caution,0.14963597876291035,Lag_2,Lag_2,-0.00017378025602617824,[],0.0,-0.2526907237382583,0.5573935701558907,-0.0011963688725483172,0.002808725386345345
05,Добыча угля,adj_unsmoothed,24,22,46,turbulent_informative,collinearity_heavy,beta_bsum_caution,0.1761192432200317,Lag_1,Lag_1,-0.00026237970032363684,[],0.0,-0.3723721848039232,0.5985524912617998,-0.0017545421413613731,0.002896749212174504
05,Добыча угля,adj_unsmoothed,24,23,47,turbulent_informative,collinearity_heavy,beta_bsum_caution,0.22353389663945644,Lag_1,Lag_1,0.00042880993181864096,[],0.0,-0.6091769462171854,0.624087771959849,-0.002630035115213607,0.0026862064687178367
05,Добыча угля,adj_unsmoothed,24,24,48,turbulent_informative,collinearity_heavy,beta_bsum_caution,0.22751278298350097,X_n,X_n,0.0018371841535692762,[],0.0,-0.818422992064346,0.5731302788792862,-0.00381183695381724,0.0025154459971214547
05,Добыча угля,adj_unsmoothed,24,25,49,turbulent_informative,collinearity_heavy,beta_bsum_caution,0.16956886703114593,X_n,X_n,0.0013709136716029994,[],0.0,-0.5846392055564968,0.1482543998567801,-0.003126717878480397,0.0007301425177241704
05,Добыча угля,adj_unsmoothed,24,26,50,turbulent_informative,collinearity_heavy,beta_bsum_caution,0.28057820293979485,Lag_3,X_n,0.000697701249764332,[],0.0,-0.5584908679260147,-0.046790495965830306,-0.0030642419686772874,-0.0002486483735638675
05,Добыча угля,adj_unsmoothed,24,27,51,turbulent_informative,collinearity_heavy,beta_bsum_caution,0.20705522737667525,Lag_3,X_n,0.000746258106236959,[],0.0,-0.47028279377297927,0.028545035197823698,-0.002667256545502527,0.00014992704266718598
05,Добыча угля,adj_unsmoothed,24,28,52,turbulent_informative,interpretable,phase_caution,0.24518138982748106,X_n,X_n,0.00016639315479973404,[],0.0,-0.4285070302005013,-0.06915509129907564,-0.002500112217731533,-0.00039346573633224026
05,Добыча угля,adj_unsmoothed,24,29,53,turbulent_informative,interpretable,phase_caution,0.18607154138096382,Lag_3,Lag_3,0.0007488278118024205,[],0.0,-0.3131624976427604,-0.22301616609485947,-0.0017558708024959539,-0.0011660806286252889
05,Добыча угля,adj_unsmoothed,24,30,54,turbulent_informative,interpretable,phase_caution,0.201084152469447,Lag_3,Lag_3,0.0015414383930314967,[],0.0,-0.3447191788237368,-0.14006483760705565,-0.001915391908622291,-0.0008005944509229936
05,Добыча угля,adj_unsmoothed,24,31,55,turbulent_informative,interpretable,phase_caution,0.1959887458889512,Lag_3,Lag_3,0.001468608885230223,[],0.0,-0.39791140071940534,-0.11624369356515445,-0.0020579398640465183,-0.0006445064499030715
05,Добыча угля,adj_unsmoothed,24,32,56,turbulent_informative,interpretable,phase_caution,0.21287729550575418,Lag_3,Lag_3,0.0012322041848222445,[],0.0,-0.3949135512002129,-0.1831419339535052,-0.0020243204981255365,-0.0009650702293951245
05,Добыча угля,adj_unsmoothed,24,33,57,turbulent_informative,interpretable,phase_caution,0.22056855176362744,Lag_3,Lag_3,0.0007300328791487311,[],0.0,-0.35339622442894,-0.21108473840916772,-0.00188119269018382,-0.0011061637914583306
05,Добыча угля,adj_unsmoothed,24,34,58,turbulent_informative,interpretable,phase_caution,0.3286638873116289,Lag_3,Lag_3,0.00011244714867253403,[],0.0,-0.3725966845731514,-0.30214083898441196,-0.0019389950318514147,-0.0015328546594207673
05,Добыча угля,adj_unsmoothed,24,35,59,turbulent_informative,interpretable,phase_caution,0.23047729293727803,Lag_3,Lag_3,-0.0003230733181738127,[],0.0,-0.309164648421688,-0.21504150084264562,-0.0018023881590255781,-0.001138129561750042
05,Добыча угля,adj_unsmoothed,24,36,60,turbulent_informative,interpretable,phase_caution,0.2468175307258923,Lag_1,Lag_1,-0.0012913949762622438,[],0.0,-0.20312594994574884,-0.4142230505310181,-0.0012444543211990694,-0.002422208423763097
05,Добыча угля,adj_unsmoothed,24,37,61,turbulent_informative,interpretable,phase_caution,0.25557334709339186,Lag_1,Lag_1,-0.0010375403320790856,[],0.0,-0.1178786421614563,-0.6351071026005015,-0.0007337962362245572,-0.0037887384160372045
05,Добыча угля,adj_unsmoothed,24,38,62,turbulent_informative,interpretable,phase_caution,0.3681754065680356,Lag_1,Lag_1,-0.004074791616086189,[],0.0,0.2534284560785044,-1.0347554734485045,0.0016875523079585978,-0.00692548068022844
05,Добыча угля,adj_unsmoothed,24,39,63,turbulent_informative,interpretable,phase_caution,0.3589606039485487,Lag_1,Lag_1,-0.00405518237169678,[],0.0,0.27941434543871474,-1.074523315929028,0.0017106447103872433,-0.007102304595915288
05,Добыча угля,adj_unsmoothed,24,40,64,turbulent_informative,interpretable,phase_caution,0.17422320905077882,Lag_1,Lag_1,-0.0029464335124918706,[],0.0,0.2627745683020113,-0.7417117360874388,0.0015384834281730177,-0.0044163631655091285
