model,case,regime,start,end,stage,var_x,var_omega,mean_x,mean_omega,cond_raw,cond_scaled,max_vif,mean_vif,infinite_vif_share,selected_count,false_lag_count,false_lag_rate,hit_rate,no_model,degenerate_window,failure_type,degraded_window,R2_enter,pairwise_b,pairwise_beta,correct_top_b,correct_top_beta,true_beta_mass_share,true_b_mass_share,beta_scale_gap,log10_var_x,log10_var_omega,log10_cond_raw,log10_cond_scaled,var_omega_band,cond_scaled_band
base,base_a_2_2,затухающие колебания,13,38,early,0.04338842799502317,0.2099999914959121,0.954545455870836,0.09999999708416116,3.496784889197588e+16,1.4121115753869534e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.999999968339966,0.8,1.0,0.0,1.0,0.2055200064864392,0.16624913526195714,0.12902880675921385,-1.3626260844975338,-0.6777807228531213,16.54366891675079,16.14986901304756,Q2,Q2
base,base_a_2_2,затухающие колебания,14,39,early,0.04338842850107776,0.20999999394521643,0.9545454570855678,0.09999999441175096,5.097102885406858e+16,1.4299215804223908e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999965596231,0.8,1.0,0.0,1.0,0.17045666834163758,0.16318378385858778,0.1235144065947018,-1.3626260794322034,-0.6777807177877909,16.707323399944112,16.15531222059535,Q2,Q1
base,base_a_2_2,затухающие колебания,15,40,early,0.04338842947093904,0.20999999863934488,0.9545454547575157,0.09999999953346543,4.031446061450377e+16,9320128259540850.0,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999999966,0.7,0.7,0.0,0.0,0.1825444755702696,0.12303824740569513,0.128554718489547,-1.3626260697244217,-0.6777807080800093,16.60546085355093,15.96942188896638,Q2,Q2
base,base_a_2_2,затухающие колебания,16,41,early,0.04338842955190784,0.20999999903123392,0.954545454951873,0.09999999910587946,3.8022022631222056e+16,9562566671851408.0,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999853331,0.7,1.0,0.0,1.0,0.1457979516921969,0.12303905763064178,0.1224260482810099,-1.3626260689139682,-0.6777807072695557,16.58003521600691,15.980574476147684,Q2,Q2
base,base_a_2_2,затухающие колебания,17,42,early,0.04338842970708578,0.20999999978229508,0.9545454545793843,0.09999999992535444,6.92248577758145e+16,1.8248556718477036e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999819013,0.7,1.0,0.0,1.0,0.1457976966302383,0.12303804768221217,0.12242547862909058,-1.3626260673607218,-0.6777807057163096,16.840262072149756,16.261228521724668,Q2,Q1
base,base_a_2_2,затухающие колебания,18,43,early,0.043388429720040776,0.20999999984499737,0.9545454546104815,0.09999999985694068,5.235441530672119e+16,2.1829949846654796e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999934059797,0.7,1.0,0.0,1.0,0.14580465064881745,0.12304915307221712,0.12238120152191682,-1.3626260672310493,-0.6777807055866368,16.718953313760508,16.3390527379379,Q2,Q1
base,base_a_2_2,затухающие колебания,19,44,early,0.04338842974486924,0.2099999999651672,0.9545454545508835,0.09999999998805668,5.823815561629552e+16,1.6710063866709878e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999995659029,0.7,1.0,0.0,1.0,0.14580202898462838,0.1230475181110982,0.12235625901005485,-1.36262606698253,-0.6777807053381174,16.765207612555855,16.222978109792056,Q2,Q1
base,base_a_2_2,затухающие колебания,20,45,early,0.04338842974694205,0.20999999997519955,0.9545454545558589,0.0999999999771105,5.090815683773366e+16,1.6753607162553882e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999973433908047,0.7,1.0,0.0,1.0,0.1461604106776529,0.12236104057527074,0.12475215304981578,-1.3626260669617822,-0.6777807053173698,16.706787373413448,16.224108327918167,Q2,Q1
base,base_a_2_2,затухающие колебания,21,46,early,0.043388429750914614,0.20999999999442667,0.9545454545463233,0.09999999999808903,7.81535725107175e+16,2.035759518669454e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999811506118611,0.7,1.0,0.0,1.0,0.14608147938789517,0.12412949023927544,0.12360867587002841,-1.3626260669220192,-0.6777807052776068,16.89294883502609,16.30872647411498,Q2,Q1
base,base_a_2_2,затухающие колебания,22,47,early,0.04338842975124625,0.2099999999960318,0.9545454545471193,0.09999999999633767,6.691917064885735e+16,1.6462105150198462e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999814460201014,0.7,1.0,0.0,1.0,0.1268594837288257,0.12321350727509739,0.12018536750904539,-1.3626260669186996,-0.6777807052742872,16.825550549970323,16.216485371377797,Q2,Q1
base,base_a_2_2,затухающие колебания,23,48,early,0.04338842975188185,0.20999999999910815,0.9545454545455935,0.0999999999996942,6.624401523362019e+16,1.742355016129322e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,1.0,0.6,1.0,0.0,1.0,0.1126310497208143,0.09754069877264625,0.11782268953910799,-1.3626260669123376,-0.6777807052679251,16.821146648368547,16.2411366500041,Q2,Q1
base,base_a_2_2,затухающие колебания,24,49,early,0.043388429751934916,0.20999999999936497,0.9545454545457209,0.09999999999941396,9.057434157212126e+16,1.5515591799363764e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,1.0,0.6,1.0,0.0,1.0,0.1126310492859596,0.09754070983053015,0.11782267648744561,-1.3626260669118064,-0.677780705267394,16.957005185625327,16.19076834519872,Q2,Q1
base,base_a_2_2,затухающие колебания,25,50,early,0.04338842975203662,0.20999999999985716,0.954545454545477,0.09999999999995102,7.012313043664422e+16,1.6031303600736286e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999999999,0.6,1.0,0.0,1.0,0.1126310471645088,0.09754068855844593,0.11782267988482173,-1.3626260669107884,-0.6777807052663761,16.845861295627888,16.20496883885991,Q3,Q1
base,base_a_2_2,затухающие колебания,26,51,early,0.0433884297520451,0.20999999999989827,0.9545454545454974,0.09999999999990618,1.2960580434305373e+17,1.889147907181844e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.99999999999999,0.6,1.0,0.0,1.0,0.11263106133466745,0.0975406993886677,0.11782276669956362,-1.3626260669107035,-0.6777807052662911,17.11262445167124,16.276265961499522,Q3,Q1
base,base_a_2_2,затухающие колебания,27,52,early,0.04338842975206138,0.209999999999977,0.9545454545454584,0.0999999999999921,1.1584802767162773e+17,2.291658981869797e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999999466,0.6,1.0,0.0,1.0,0.11263107016727407,0.09754067459531693,0.11782275234211491,-1.3626260669105406,-0.6777807052661283,17.06388864426652,16.360149991431886,Q3,Q1
base,base_a_2_2,затухающие колебания,28,53,early,0.04338842975206274,0.2099999999999836,0.9545454545454615,0.09999999999998492,7.250841804778514e+16,2.3985730446817096e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999997918,0.6,1.0,0.0,1.0,0.11263098664248446,0.09754072769770228,0.11782231163868512,-1.362626066910527,-0.6777807052661147,16.860388430011987,16.37995294874278,Q3,Q1
base,base_a_2_2,затухающие колебания,29,54,early,0.043388429752065326,0.20999999999999616,0.9545454545454553,0.09999999999999865,1.2300175708165406e+17,2.5480387624379464e+16,,,1.0,1.0,0.0,0.0,1.0,0,0,stable,0,0.9999999999987056,0.6,1.0,0.0,1.0,0.11263084834641571,0.09754050325215177,0.11782326866787943,-1.362626066910501,-0.6777807052660887,17.089911315385873,16.406206030486256,Q3,Q1
base,base_a_2_2,затухающие колебания,30,55,early,0.04338842975206554,0.20999999999999722,0.9545454545454558,0.09999999999999751,1.8590070796865258e+17,2.366777283196879e+16,,,1.0,2.0,1.0,0.5,1.0,0,0,collinearity,1,0.9999999999519561,0.6,1.0,0.0,1.0,0.11263089311808137,0.09754024909612172,0.11782380388202993,-1.362626066910499,-0.6777807052660865,17.2692810437057,16.374157392179427,Q3,Q1
base,base_a_2_2,затухающие колебания,31,56,early,0.043388429752065964,0.20999999999999922,0.9545454545454548,0.09999999999999969,1.3837557102250955e+17,2.9246508476498604e+16,,,1.0,2.0,1.0,0.5,1.0,0,0,collinearity,1,0.9999999999869827,0.6,1.0,0.0,1.0,0.11263075277243391,0.09753967296537337,0.11783006359738382,-1.3626260669104948,-0.6777807052660824,17.141059426055982,16.466074026319077,Q3,Q1
base,base_a_2_2,затухающие колебания,32,57,early,0.043388429752065985,0.20999999999999935,0.9545454545454549,0.09999999999999952,3.1286632501009094e+17,2.745976294685595e+16,,,1.0,2.0,1.0,0.5,1.0,0,0,collinearity,1,0.99999999876331,0.6,1.0,0.0,1.0,0.11263085120428792,0.09754554565058741,0.11782128397714008,-1.3626260669104946,-0.677780705266082,17.495358820898407,16.4386967837632,Q3,Q1
base,base_a_2_2,затухающие колебания,33,58,early,0.04338842975206605,0.20999999999999971,0.9545454545454548,0.09999999999999984,4.0906014859514624e+17,1.8633964732395178e+17,,,1.0,3.0,2.0,0.6666666666666666,1.0,0,0,collinearity,1,0.99999999591298,0.6,1.0,0.0,1.0,0.11263055529489252,0.09754159185614157,0.11784346063028682,-1.362626066910494,-0.6777807052660814,17.61178717177838,17.270305269185506,Q3,Q1
base,base_a_2_2,затухающие колебания,34,59,early,0.04338842975206607,0.2099999999999997,0.9545454545454548,0.0999999999999998,5.5885996895471936e+17,3.001920288630106e+17,,,1.0,4.0,3.0,0.75,1.0,0,0,collinearity,1,0.9999999984810755,0.6,1.0,0.0,1.0,0.11262894662188506,0.09757056888219522,0.11776214296167548,-1.3626260669104937,-0.6777807052660814,17.747303002289538,17.47739915603926,Q3,Q1
base,base_a_2_2,затухающие колебания,35,60,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,9.543463416001659e+17,4.025864278532759e+17,,,1.0,5.0,4.0,0.8,1.0,0,0,collinearity,1,0.9999999971585902,0.6,1.0,0.0,1.0,0.11255004011173762,0.0975324006136309,0.11789517511021007,-1.3626260669104937,-0.6777807052660813,17.979706013015527,17.604859129698724,Q3,Q1
base,base_a_2_2,затухающие колебания,36,61,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,2.7896493114135916e+18,1.5759465220514499e+18,,,1.0,6.0,5.0,0.8333333333333334,1.0,0,0,collinearity,1,0.9999984324804483,0.5,0.8,0.0,0.0,0.11254378812787329,0.09749302782547435,0.11804454976862128,-1.3626260669104937,-0.6777807052660813,18.44554961126982,18.197541476115457,Q3,Q1
base,base_a_2_2,затухающие колебания,37,62,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,6.196215449585067e+33,4.4117840934041594e+33,,,1.0,7.0,6.0,0.8571428571428571,1.0,0,0,collinearity,1,0.9999997759416128,0.5,0.8,0.0,0.0,0.11224547671714594,0.09736514981750684,0.11852021650834517,-1.3626260669104937,-0.6777807052660813,33.792126510271665,33.64461425051848,Q3,Q1
base,base_a_2_2,затухающие колебания,38,63,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,5.327516023765309e+34,5.557924364844535e+34,,,1.0,9.0,8.0,0.8888888888888888,1.0,0,0,collinearity,1,0.9999995319286701,0.7,1.0,0.0,1.0,0.11279469635196937,0.10042591420663319,0.11391019821166992,-1.3626260669104937,-0.6777807052660813,34.72652476463164,34.74491263237403,Q3,Q1
base,base_a_2_2,затухающие колебания,39,64,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.2302641769833325e+49,2.4341425708257947e+49,,,1.0,10.0,9.0,0.9,1.0,0,0,collinearity,1,0.9999781425617891,0.4,0.6,0.0,0.0,0.1105483311043451,0.10159465344291593,0.12426202947443182,-1.3626260669104937,-0.6777807052660813,49.08999837833945,49.3863460118191,Q3,Q1
base,base_a_2_2,затухающие колебания,40,65,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,3.432154516192643e+51,2.9443313520943753e+50,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.5,0.5,0.0,0.0,0.0985144644253323,0.08042030080351638,0.10419422496448875,-1.3626260669104937,-0.6777807052660813,51.53556683162983,50.46898668348082,Q3,Q1
base,base_a_2_2,затухающие колебания,41,66,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,2.8042833412248603e+65,4.313494952443464e+65,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.5,0.0,0.0,0.0,0.0703125,0.08042030080351634,0.10909090909090907,-1.3626260669104937,-0.6777807052660813,65.4478218920741,65.63482929417239,Q3,Q1
base,base_a_2_2,затухающие колебания,42,67,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.948495041766353e+65,5.873917321962264e+64,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.1,0.4,0.0,0.0,0.08300395256916997,0.08042030080351623,0.11015624999999987,-1.3626260669104937,-0.6777807052660813,65.69447313945207,64.76892782933893,Q3,Q1
base,base_a_2_2,затухающие колебания,43,68,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.932041657397551e+81,2.1093552195580477e+81,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.5,0.3,0.0,0.0,0.07751937984496124,0.08042030080351631,0.10838068181818179,-1.3626260669104937,-0.6777807052660813,81.28601648614926,81.32414972194125,Q3,Q1
base,base_a_2_2,затухающие колебания,44,69,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.0106214427718203e+82,9.302843990879947e+81,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.5,0.5,0.0,0.0,0.08171206225680934,0.08042030080351625,0.10873579545454537,-1.3626260669104937,-0.6777807052660813,82.00458850860504,81.96861573787969,Q3,Q1
base,base_a_2_2,затухающие колебания,45,70,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,46,71,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,47,72,early,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,48,73,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,49,74,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,50,75,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,51,76,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,52,77,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,53,78,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,54,79,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,55,80,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,56,81,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,57,82,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,58,83,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,59,84,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,60,85,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,61,86,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,62,87,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,63,88,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,64,89,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,65,90,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,66,91,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,67,92,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,68,93,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,69,94,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,70,95,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,71,96,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,72,97,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,73,98,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,74,99,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,75,100,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
base,base_a_2_2,затухающие колебания,76,101,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,1.8745265825011785e+101,7.240626770036654e+110,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.0,0.0,0.0,0.06766917293233082,0.08042030080351623,0.10553977272727265,-1.3626260669104937,-0.6777807052660813,101.27289160349414,110.8597761616373,Q3,Q1
base,base_a_2_2,затухающие колебания,77,102,middle,0.043388429752066075,0.20999999999999977,0.9545454545454548,0.09999999999999987,4.525389900567979e+103,2.8007101480983853e+109,,,1.0,11.0,10.0,0.9090909090909091,1.0,0,0,collinearity,1,1.0,0.0,0.4,0.0,0.0,0.09243697478991597,0.08042030080351624,0.11548295454545453,-1.3626260669104937,-0.6777807052660813,103.65565600329155,109.44726816501954,Q3,Q1
