model,case,regime_family,start,end,true_label,predicted_label,true_tool,recommended_tool,true_regression_admissible,predicted_regression_admissible,mean_x,std_x,rel_range,omega_std,turning_rate,unique_ratio,lag1_autocorr,lag2_autocorr,dominant_period,dominant_acf,corr_omega_x,corr_omega_lag1,start_mean,end_mean,max_x,collapse_ratio,growth_ratio,selected,no_model,b_sum,R2_enter,selected_count,hit_rate,false_lag_count,false_lag_rate
delay,delay_g_0_2,growth_with_memory,108,133,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999981746319,3.1676320410120734e-09,1.2611501532794491e-08,8.873987912747129e-10,0.0,0.04,0.0,0.0,2.0,0.49718242367171706,0.0,0.0,0.9999999947228706,0.9999999999784254,0.9999999999946418,0.9999999999837835,1.0000000052555549,"['Lag_10', 'Lag_3', 'Lag_6', 'X_n', 'Lag_8', 'Lag_7', 'Lag_2', 'Lag_4', 'Lag_9', 'Lag_1', 'Lag_5']",0,-0.005567140616113927,0.9999999999991079,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,109,134,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999986791513,2.2921200854129894e-09,9.125768264236567e-09,6.421278031585192e-10,0.0,0.04,0.0,0.0,2.0,0.4971824156800051,0.0,0.0,0.9999999961814332,0.9999999999843885,0.9999999999961228,0.9999999999882657,1.0000000038029553,"['Lag_9', 'Lag_3', 'Lag_2', 'Lag_7', 'Lag_4', 'Lag_10', 'Lag_6', 'X_n', 'Lag_5', 'Lag_1', 'Lag_8']",0,-0.005567141690916187,0.9999999999982223,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,110,135,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999990442248,1.6585936751709167e-09,6.6034678899260865e-09,4.646480398503507e-10,0.0,0.04,0.0,0.0,2.0,0.4971824362426519,0.0,0.0,0.9999999972368592,0.9999999999887034,0.9999999999971944,0.999999999991509,1.0000000027518443,"['Lag_2', 'Lag_10', 'Lag_3', 'Lag_4', 'Lag_5', 'X_n', 'Lag_8', 'Lag_6', 'Lag_9', 'Lag_7', 'Lag_1']",0,-0.005567143642662255,0.9999999999964904,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,111,136,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999993083947,1.2001696626222934e-09,4.7783143030961825e-09,3.362224787732578e-10,0.0,0.04,0.0,0.0,2.0,0.49718241167741745,0.0,0.0,0.9999999980005725,0.9999999999918256,0.9999999999979698,0.9999999999938558,1.0000000019912532,"['Lag_3', 'X_n', 'Lag_6', 'Lag_5', 'Lag_9', 'Lag_10', 'Lag_7', 'Lag_8', 'Lag_4', 'Lag_1', 'Lag_2']",0,-0.0055671404961404386,0.9999999999925392,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,112,137,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999994995497,8.68450930725956e-10,3.457620747003372e-09,2.432928771362962e-10,0.0,0.04,0.0,0.0,2.0,0.4971824088280683,0.0,0.0,0.9999999985532007,0.999999999994085,0.999999999998531,0.999999999995554,1.0000000014408843,"['Lag_5', 'Lag_10', 'Lag_3', 'Lag_9', 'Lag_8', 'Lag_7', 'Lag_2', 'X_n', 'Lag_6', 'Lag_1', 'Lag_4']",0,-0.005567133143877978,0.9999999999879383,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,113,138,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999996378709,6.284169950328537e-10,2.5019578640162806e-09,1.7604838149835408e-10,0.0,0.04,0.0,0.0,2.0,0.49718234636113245,0.0,0.0,0.9999999989530861,0.9999999999957199,0.999999999998937,0.9999999999967829,1.0000000010426338,"['Lag_10', 'Lag_3', 'Lag_7', 'X_n', 'Lag_6', 'Lag_5', 'Lag_1', 'Lag_8', 'Lag_4', 'Lag_9', 'Lag_2']",0,-0.005567133873574346,0.9999999999760649,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,114,139,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999997379606,4.5472680505200487e-10,1.8104336923255927e-09,1.2738981110219042e-10,0.0,0.04,0.0,0.0,2.0,0.497182466769299,0.0,0.0,0.999999999242446,0.9999999999969028,0.9999999999992307,0.9999999999976721,1.000000000754457,"['Lag_7', 'Lag_9', 'Lag_8', 'Lag_3', 'Lag_1', 'Lag_10', 'Lag_6', 'Lag_4', 'Lag_5', 'Lag_2', 'X_n']",0,-0.005567144422560077,0.9999999999550526,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,115,140,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999998103866,3.2904339832253193e-10,1.3100420750686184e-09,9.218012705464638e-11,0.0,0.04,0.0,0.0,2.0,0.4971824388895939,0.0,0.0,0.9999999994518287,0.9999999999977589,0.9999999999994433,0.9999999999983156,1.0000000005459302,"['Lag_3', 'Lag_10', 'Lag_7', 'Lag_5', 'Lag_4', 'Lag_9', 'Lag_2', 'Lag_6', 'Lag_1', 'Lag_8', 'X_n']",0,-0.005567150551659168,0.9999999999193644,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,116,141,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999998627945,2.3809803766339927e-10,9.47955380988965e-10,6.670216660793551e-11,0.0,0.04,0.0,0.0,2.0,0.49718236158754847,0.0,0.0,0.9999999996033395,0.9999999999983783,0.9999999999995972,0.9999999999987811,1.000000000395039,"['Lag_1', 'Lag_10', 'Lag_3', 'Lag_4', 'Lag_9', 'Lag_2', 'Lag_5', 'X_n', 'Lag_7', 'Lag_6', 'Lag_8']",0,-0.0055671737991819775,0.9999999998683144,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,117,142,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999007173,1.7228935657257457e-10,6.859469659629596e-10,4.8266135121776816e-11,0.0,0.04,0.0,0.0,2.0,0.49718224123886456,0.0,0.0,0.9999999997129738,0.9999999999988265,0.9999999999997086,0.9999999999991179,1.0000000002858527,"['Lag_1', 'Lag_10', 'Lag_5', 'Lag_6', 'Lag_4', 'Lag_3', 'Lag_2', 'X_n', 'Lag_8', 'Lag_7', 'Lag_9']",0,-0.005567158552872864,0.9999999997189107,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,118,143,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999281584,1.2466975403035259e-10,4.963559563721174e-10,3.492570181611187e-11,0.0,0.04,0.0,0.0,2.0,0.49718223287145563,0.0,0.0,0.9999999997923059,0.9999999999991508,0.9999999999997892,0.9999999999993616,1.000000000206845,"['Lag_10', 'Lag_4', 'Lag_5', 'Lag_8', 'Lag_7', 'Lag_1', 'Lag_9', 'Lag_3', 'X_n', 'Lag_6', 'Lag_2']",0,-0.005567117795497752,0.9999999994674231,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,119,144,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999480148,9.021188660383765e-11,3.591665853806188e-10,2.5272476535222483e-11,0.0,0.04,0.0,0.0,2.0,0.4971823571360824,0.0,0.0,0.9999999998497111,0.9999999999993856,0.9999999999998475,0.9999999999995381,1.0000000001496745,"['Lag_6', 'Lag_9', 'Lag_10', 'Lag_7', 'Lag_4', 'Lag_2', 'Lag_5', 'Lag_3', 'Lag_8', 'Lag_1', 'X_n']",0,-0.0055671586990005744,0.9999999990192108,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,120,145,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999623832,6.527793847713611e-11,2.598954385133532e-10,1.8287338246121624e-11,0.0,0.04,0.0,0.0,2.0,0.4971822545219928,0.0,0.0,0.9999999998912499,0.9999999999995555,0.9999999999998896,0.9999999999996658,1.0000000001083056,"['Lag_5', 'Lag_6', 'Lag_7', 'Lag_9', 'Lag_3', 'Lag_4', 'Lag_8', 'Lag_2', 'Lag_10', 'Lag_1', 'X_n']",0,-0.005567077433109597,0.9999999984273379,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,121,146,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999727802,4.72355617742981e-11,1.8806212143630629e-10,1.3232837271443215e-11,0.0,0.04,0.0,0.0,2.0,0.4971825326013324,0.0,0.0,0.9999999999213077,0.9999999999996783,0.9999999999999202,0.9999999999997581,1.0000000000783706,"['Lag_7', 'Lag_8', 'Lag_6', 'Lag_9', 'Lag_10', 'Lag_4', 'Lag_2', 'Lag_3', 'Lag_5', 'Lag_1', 'X_n']",0,-0.00556696213881515,0.9999999980130266,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,122,147,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999803036,3.4179980211381256e-11,1.3608303373315227e-10,9.575361790054916e-12,0.0,0.04,0.0,0.0,2.0,0.49718245086344226,0.0,0.0,0.9999999999430577,0.9999999999997672,0.9999999999999423,0.9999999999998249,1.0000000000567095,"['Lag_9', 'Lag_4', 'Lag_1', 'Lag_8', 'Lag_3', 'Lag_5', 'Lag_10', 'Lag_7', 'Lag_6', 'X_n', 'Lag_2']",0,-0.005566939775035424,0.9999999961765313,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,123,148,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999857475,2.4732881609599694e-11,9.84706760590194e-11,6.928796941860515e-12,0.0,0.04,0.0,0.0,2.0,0.4971829931993232,0.0,0.0,0.9999999999587962,0.9999999999998317,0.9999999999999583,0.9999999999998734,1.0000000000410356,"['Lag_8', 'X_n', 'Lag_9', 'Lag_4', 'Lag_10', 'Lag_1', 'Lag_2', 'Lag_6', 'Lag_3', 'Lag_5', 'Lag_7']",0,-0.005566926268853558,0.9999999925528616,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,124,149,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999896869,1.7896896210893735e-11,7.125411372117739e-11,5.0137293589758175e-12,0.0,0.04,0.0,0.0,2.0,0.4971817261686646,0.0,0.0,0.9999999999701846,0.9999999999998781,0.9999999999999698,0.9999999999999083,1.0000000000296936,"['Lag_7', 'Lag_2', 'X_n', 'Lag_8', 'Lag_10', 'Lag_6', 'Lag_5', 'Lag_9', 'Lag_1', 'Lag_4', 'Lag_3']",0,-0.005567171830371079,0.9999999871392427,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,125,150,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999925373,1.2950325332627559e-11,5.155997850930413e-11,3.6279730573998015e-12,0.0,0.04,0.0,0.0,2.0,0.49718227643679613,0.0,0.0,0.9999999999784254,0.9999999999999118,0.9999999999999781,0.9999999999999337,1.0000000000214866,"['Lag_9', 'Lag_2', 'Lag_7', 'Lag_1', 'Lag_5', 'Lag_10', 'X_n', 'Lag_3', 'Lag_4', 'Lag_8', 'Lag_6']",0,-0.005566891914693558,0.9999999743783958,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,126,151,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999946,9.370948020802866e-12,3.730915576503232e-11,2.6252364737502264e-12,0.0,0.04,0.0,0.0,2.0,0.4971812502641651,0.0,0.0,0.9999999999843885,0.9999999999999363,0.9999999999999841,0.9999999999999521,1.0000000000155478,"['Lag_3', 'Lag_1', 'Lag_4', 'X_n', 'Lag_6', 'Lag_8', 'Lag_7', 'Lag_9', 'Lag_2', 'Lag_5', 'Lag_10']",0,-0.005567132767793033,0.9999999284295635,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,127,152,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999960925,6.780875846806549e-12,2.6997071245310498e-11,1.8996367919412894e-12,0.0,0.04,0.0,0.0,2.0,0.4971839320873711,0.0,0.0,0.9999999999887034,0.9999999999999538,0.9999999999999885,0.9999999999999654,1.0000000000112506,"['Lag_2', 'Lag_5', 'X_n', 'Lag_3', 'Lag_6', 'Lag_4', 'Lag_1', 'Lag_7', 'Lag_8', 'Lag_10', 'Lag_9']",0,-0.005567606983996375,0.9999998475989813,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,128,153,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999971726,4.906686196353556e-12,1.9535262296754563e-11,1.37458394681111e-12,0.0,0.04,0.0,0.0,2.0,0.4971794739534622,0.0,0.0,0.9999999999918256,0.9999999999999666,0.9999999999999917,0.9999999999999749,1.000000000008141,"['Lag_3', 'Lag_6', 'Lag_8', 'X_n', 'Lag_7', 'Lag_2', 'Lag_4', 'Lag_1', 'Lag_5', 'Lag_10', 'Lag_9']",0,-0.0055685895013840355,0.9999997514991162,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,129,154,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.999999999997954,3.550515848040272e-12,1.4135914661068728e-11,9.946631026539723e-13,0.0,0.04,0.0,0.0,2.0,0.4971850923034724,0.0,0.0,0.999999999994085,0.9999999999999758,0.999999999999994,0.9999999999999818,1.0000000000058908,"['X_n', 'Lag_1', 'Lag_8', 'Lag_3', 'Lag_4', 'Lag_9', 'Lag_2', 'Lag_10', 'Lag_6', 'Lag_7', 'Lag_5']",0,-0.005569496319582415,0.9999995034491681,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,130,155,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999985196,2.569176521731579e-12,1.0228817792794098e-11,7.197385829287567e-13,0.0,0.04,0.0,0.0,2.0,0.49717963877206606,0.0,0.0,0.9999999999957199,0.9999999999999825,0.9999999999999957,0.9999999999999868,1.0000000000042626,"['Lag_5', 'Lag_9', 'Lag_10', 'Lag_7', 'Lag_4', 'Lag_3', 'X_n', 'Lag_6', 'Lag_2', 'Lag_8', 'Lag_1']",0,-0.005569919598856211,0.9999990711716796,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,131,156,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999989286,1.8590793348223265e-12,7.401634860578923e-12,5.207987915408204e-13,0.0,0.04,0.0,0.0,2.0,0.4972000679019792,0.0,0.0,0.9999999999969028,0.9999999999999873,0.9999999999999969,0.9999999999999905,1.0000000000030846,"['Lag_2', 'Lag_3', 'Lag_8', 'Lag_9', 'Lag_5', 'X_n', 'Lag_7', 'Lag_6', 'Lag_4', 'Lag_10', 'Lag_1']",0,-0.005570298371794332,0.9999981501614787,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,132,157,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999992248,1.3452569930161375e-12,5.355937915400832e-12,3.768545949056111e-13,0.0,0.04,0.0,0.0,2.0,0.49719019462560227,0.0,0.0,0.9999999999977589,0.9999999999999909,0.9999999999999978,0.9999999999999931,1.000000000002232,"['Lag_2', 'Lag_3', 'X_n', 'Lag_1', 'Lag_5', 'Lag_8', 'Lag_7', 'Lag_10', 'Lag_4', 'Lag_6', 'Lag_9']",0,-0.005567870562562303,0.9999965955201304,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,133,158,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999994392,9.73451123511942e-13,3.875677556666133e-12,2.7269530657604457e-13,0.0,0.04,0.0,0.0,2.0,0.49716225104832423,0.0,0.0,0.9999999999983783,0.9999999999999933,0.9999999999999984,0.9999999999999949,1.0000000000016152,"['Lag_3', 'Lag_6', 'Lag_2', 'Lag_8', 'Lag_10', 'Lag_1', 'Lag_4', 'Lag_5', 'Lag_7', 'Lag_9', 'X_n']",0,-0.005567192116419498,0.9999929137705712,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,134,159,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999995943,7.04408187982076e-13,2.8045343825067457e-12,1.9733123262593668e-13,0.0,0.04,0.0,0.0,2.0,0.49714294500386963,0.0,0.0,0.9999999999988265,0.9999999999999952,0.9999999999999989,0.9999999999999963,1.0000000000011688,"['Lag_6', 'Lag_7', 'Lag_4', 'Lag_10', 'Lag_1', 'Lag_5', 'Lag_3', 'Lag_9', 'X_n', 'Lag_8', 'Lag_2']",0,-0.0055660536059198235,0.9999863786128802,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,135,160,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999997065,5.097202083568114e-13,2.0293766667129194e-12,1.427835973381508e-13,0.0,0.04,0.0,0.0,2.0,0.4971608628747043,0.0,0.0,0.9999999999991508,0.9999999999999967,0.9999999999999992,0.9999999999999974,1.000000000000846,"['Lag_6', 'Lag_7', 'Lag_1', 'Lag_4', 'Lag_10', 'Lag_2', 'Lag_3', 'Lag_5', 'Lag_9', 'X_n', 'Lag_8']",0,-0.005561231572432678,0.9999749604606669,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,136,161,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999997875,3.688486621277942e-13,1.4684919946720066e-12,1.0331926841726255e-13,0.0,0.04,0.0,0.0,2.0,0.49721666602915077,0.0,0.0,0.9999999999993856,0.9999999999999976,0.9999999999999994,0.9999999999999981,1.000000000000612,"['Lag_3', 'Lag_6', 'Lag_4', 'Lag_10', 'Lag_5', 'X_n', 'Lag_1', 'Lag_2', 'Lag_9', 'Lag_8', 'Lag_7']",0,-0.005556145943229304,0.999953319132951,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,137,162,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999998462,2.669118259657363e-13,1.0625944568689007e-12,7.476650063725578e-14,0.0,0.04,0.0,0.0,2.0,0.4972042714103787,0.0,0.0,0.9999999999995555,0.9999999999999982,0.9999999999999996,0.9999999999999987,1.0000000000004428,"['Lag_4', 'Lag_3', 'Lag_5', 'Lag_10', 'Lag_8', 'X_n', 'Lag_7', 'Lag_2', 'Lag_9', 'Lag_1', 'Lag_6']",0,-0.005542500885521169,0.9998968334227913,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,138,163,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999998889,1.9314653565901876e-13,7.689404668554688e-13,5.4111281213997345e-14,0.0,0.04,0.0,0.0,2.0,0.49703913504516783,0.0,0.0,0.9999999999996783,0.9999999999999987,0.9999999999999997,0.999999999999999,1.0000000000003204,"['Lag_1', 'Lag_3', 'X_n', 'Lag_5', 'Lag_10', 'Lag_6', 'Lag_9', 'Lag_7', 'Lag_4', 'Lag_2', 'Lag_8']",0,-0.005531863091942728,0.9998037841589784,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,139,164,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999196,1.3976064935583517e-13,5.564437799421732e-13,3.916083421518811e-14,0.0,0.04,0.0,0.0,2.0,0.4969515148654478,0.0,0.0,0.9999999999997672,0.9999999999999991,0.9999999999999998,0.9999999999999993,1.000000000000232,"['Lag_10', 'Lag_8', 'Lag_5', 'Lag_4', 'Lag_3', 'Lag_9', 'X_n', 'Lag_7', 'Lag_1', 'Lag_6', 'Lag_2']",0,-0.005527071638318501,0.9996197805216211,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,140,165,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999417,1.011255050740045e-13,4.0267789103156775e-13,2.8337709839967563e-14,0.0,0.04,0.0,0.0,2.0,0.4971391706825212,0.0,0.0,0.9999999999998317,0.9999999999999993,0.9999999999999999,0.9999999999999994,1.0000000000001676,"['Lag_10', 'Lag_9', 'Lag_8', 'Lag_2', 'Lag_3', 'Lag_5', 'Lag_4', 'Lag_1', 'Lag_6', 'Lag_7', 'X_n']",0,-0.005553145453572036,0.9993034135544483,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,141,166,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999578,7.316637596057532e-14,2.9132252166165334e-13,2.0506735580753757e-14,0.043478260869565216,0.04,0.0,0.0,2.0,0.4971952012466591,0.0,0.0,0.9999999999998781,0.9999999999999996,0.9999999999999999,0.9999999999999997,1.0000000000001215,"['Lag_6', 'Lag_10', 'Lag_2', 'Lag_7', 'Lag_3', 'Lag_1', 'Lag_9', 'Lag_5', 'X_n', 'Lag_8', 'Lag_4']",0,-0.005660351683833709,0.9991620561838066,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,142,167,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999696,5.293368276227475e-14,2.1072033007386112e-13,1.483519000539326e-14,0.043478260869565216,0.04,0.0,0.0,2.0,0.49686244078914954,0.0,0.0,0.9999999999999118,0.9999999999999996,0.9999999999999999,0.9999999999999997,1.0000000000000877,"['Lag_7', 'Lag_5', 'Lag_6', 'Lag_9', 'Lag_10', 'Lag_3', 'X_n', 'Lag_1', 'Lag_2', 'Lag_4', 'Lag_8']",0,-0.005676909420080407,0.9983372082908627,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,143,168,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999778,3.829710099155382e-14,1.5243362128103738e-13,1.0736636338450653e-14,0.043478260869565216,0.04,0.0,0.0,2.0,0.49778267528496456,0.0,0.0,0.9999999999999363,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0000000000000635,"['Lag_10', 'Lag_4', 'Lag_2', 'X_n', 'Lag_5', 'Lag_8', 'Lag_6', 'Lag_7', 'Lag_1', 'Lag_3', 'Lag_9']",0,-0.005703141117403349,0.9968446609696763,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,144,169,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999841,2.7703835406169897e-14,1.102451463452798e-13,7.768772723683329e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.49658439756404654,0.0,0.0,0.9999999999999538,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.000000000000046,"['Lag_9', 'Lag_3', 'Lag_10', 'X_n', 'Lag_8', 'Lag_2', 'Lag_1', 'Lag_5', 'Lag_4', 'Lag_7', 'Lag_6']",0,-0.0057834881014401564,0.9947436795090184,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,145,170,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999883,2.003933799359349e-14,7.971401316808717e-14,5.619885333865313e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.49834559252342875,0.0,0.0,0.9999999999999666,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0000000000000333,"['Lag_10', 'Lag_7', 'X_n', 'Lag_2', 'Lag_6', 'Lag_5', 'Lag_3', 'Lag_9', 'Lag_4', 'Lag_8', 'Lag_1']",0,-0.00585612444201796,0.9897451510181073,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,146,171,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999916,1.4494700369837956e-14,5.762057497804612e-14,4.063554350506962e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.49889234639519764,0.0,0.0,0.9999999999999758,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.000000000000024,"['Lag_10', 'Lag_8', 'Lag_5', 'Lag_3', 'X_n', 'Lag_7', 'Lag_9', 'Lag_4', 'Lag_2', 'Lag_1', 'Lag_6']",0,-0.0058480297032879125,0.9815634483148243,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,147,172,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.999999999999994,1.0485561292897618e-14,4.163336342344362e-14,2.9355922624729255e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.4977421423414455,0.0,0.0,0.9999999999999825,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000175,"['Lag_9', 'Lag_4', 'Lag_10', 'Lag_3', 'Lag_7', 'Lag_6', 'Lag_5', 'Lag_8', 'Lag_2', 'X_n', 'Lag_1']",0,-0.005501659990729394,0.9636541893864654,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,148,173,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999956,7.58963920744842e-15,3.0087043967341875e-14,2.1214362339751607e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.5007617775951794,0.0,0.0,0.9999999999999873,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000127,"['Lag_7', 'Lag_4', 'Lag_10', 'Lag_2', 'Lag_9', 'Lag_6', 'X_n', 'Lag_5', 'Lag_8', 'Lag_3', 'Lag_1']",0,-0.005485087481071371,0.9338897899457603,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,149,174,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999969,5.497072858581794e-15,2.1760371282653134e-14,1.5365885965125535e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.4963043939369218,0.0,0.0,0.9999999999999909,0.9999999999999999,0.9999999999999999,1.0,1.000000000000009,"['Lag_7', 'Lag_3', 'Lag_8', 'Lag_4', 'Lag_2', 'Lag_5', 'Lag_9', 'X_n', 'Lag_10', 'Lag_6', 'Lag_1']",0,-0.004943698484784921,0.8726441232781662,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,150,175,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999978,3.982034308366529e-15,1.5765166949677258e-14,1.1198571261096584e-15,0.043478260869565216,0.04,0.0,0.0,2.0,0.49074966574422435,0.0,0.0,0.9999999999999933,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000067,"['Lag_10', 'Lag_4', 'Lag_9', 'Lag_5', 'Lag_3', 'Lag_6', 'Lag_8', 'X_n', 'Lag_7', 'Lag_1', 'Lag_2']",0,-0.004613502087578971,0.7565551757812501,11.0,1.0,10.0,0.9090909090909091
delay,delay_g_0_2,growth_with_memory,151,176,plateau_degenerate,plateau_degenerate,b_sum,b_sum,0,0,0.9999999999999983,2.876998965594438e-15,1.1435297153639131e-14,8.230384923466292e-16,0.043478260869565216,0.04,0.0,0.0,2.0,0.4895758875387181,0.0,0.0,0.9999999999999952,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000047,"['Lag_9', 'Lag_3', 'Lag_10', 'Lag_7', 'Lag_2', 'Lag_8', 'Lag_6', 'X_n', 'Lag_5', 'Lag_4']",0,1.982541115402064e-17,-4.440892098500626e-16,10.0,0.0,10.0,1.0
