model,case,regime,start,stage,rho,retained_components,explained_variance_share,validation_r2,validation_mae,true_mass_share,support_90,pairwise_score,false_lag_rate,component_dominance
delay,delay_g_1_25,усиленный цикл,38,early,0.8,2.0,0.8722544918834396,-0.7423453853222328,0.4769879144922507,0.13640964189697935,9.0,1.0,0.9,0.14258969340866978
delay,delay_g_1_25,усиленный цикл,38,early,0.9,3.0,0.9258883261909169,-0.5241026234435691,0.37047741870223305,0.19724466009994643,7.0,1.0,0.875,0.1419164168067577
delay,delay_g_1_25,усиленный цикл,38,early,0.95,4.0,0.9781913197565733,-0.06884372964556285,0.33444446796689925,0.21291641363147856,7.0,0.9,0.8888888888888888,0.13922335375968814
delay,delay_g_1_25,усиленный цикл,38,early,0.99,6.0,0.9937634877716561,0.1078284837676996,0.32676623026379437,0.23790826524331216,7.0,0.9,0.875,0.1536625384249905
delay,delay_g_1_25,усиленный цикл,39,early,0.8,2.0,0.8718780408159192,0.4219121613868063,0.37519760254738294,0.1374612624583643,9.0,1.0,0.8888888888888888,0.14775829673247318
delay,delay_g_1_25,усиленный цикл,39,early,0.9,3.0,0.9334855751376232,0.3388282204342187,0.39269420853150505,0.14379726040391733,8.0,1.0,0.8888888888888888,0.15569350186946287
delay,delay_g_1_25,усиленный цикл,39,early,0.95,4.0,0.9791235032776795,0.5348670258875572,0.33534432100691464,0.2048586976039965,7.0,1.0,0.875,0.16277169562537194
delay,delay_g_1_25,усиленный цикл,39,early,0.99,6.0,0.9942286548027267,0.5981248659012979,0.3156496149404097,0.221335802330792,8.0,0.9,0.9,0.16674349076820105
delay,delay_g_1_25,усиленный цикл,40,early,0.8,2.0,0.8739989754028237,-0.40547823262799465,0.4094984113713572,0.13597964474712604,9.0,1.0,0.8888888888888888,0.14075411958445033
delay,delay_g_1_25,усиленный цикл,40,early,0.9,3.0,0.9292164528349774,-1.074097848565538,0.48037336419545157,0.19670740550443322,8.0,1.0,0.875,0.1417377387198685
delay,delay_g_1_25,усиленный цикл,40,early,0.95,4.0,0.9768851384119669,-0.3256608166189101,0.415286916076532,0.2170524460354359,8.0,1.0,0.8888888888888888,0.13683639448045123
delay,delay_g_1_25,усиленный цикл,40,early,0.99,6.0,0.9932632361944602,-0.2195986470107818,0.41031448319927283,0.22302855951160014,8.0,1.0,0.9,0.15691409304601345
delay,delay_g_1_25,усиленный цикл,41,early,0.8,2.0,0.8716886356209583,0.6142041435554595,0.3253235833693389,0.13939252784967063,8.0,0.9,0.8888888888888888,0.1471456492867527
delay,delay_g_1_25,усиленный цикл,41,early,0.9,3.0,0.9254868459026268,0.664264230119736,0.31219771005039204,0.1417277559856485,8.0,0.9,0.8888888888888888,0.16309292971900816
delay,delay_g_1_25,усиленный цикл,41,early,0.95,4.0,0.9720323477752761,0.7525180264101518,0.26914159593003145,0.21267213796171033,8.0,1.0,0.9,0.1764557142981237
delay,delay_g_1_25,усиленный цикл,41,early,0.99,6.0,0.9929227259097125,0.903971172673027,0.13913744180287727,0.3683490431030432,7.0,1.0,0.875,0.17307915778305502
delay,delay_g_1_25,усиленный цикл,42,early,0.8,2.0,0.8671141799162392,0.8111110691140366,0.2524967314753184,0.13671902922774273,9.0,0.9,0.8888888888888888,0.1464798559131061
delay,delay_g_1_25,усиленный цикл,42,early,0.9,3.0,0.9215817768091403,0.7422571536452214,0.28069344571510246,0.16447302651505658,8.0,1.0,0.875,0.14222676918206104
delay,delay_g_1_25,усиленный цикл,42,early,0.95,4.0,0.966523370029182,0.8260484823483766,0.301210056621107,0.18863789545903256,9.0,1.0,0.9,0.14056003188853822
delay,delay_g_1_25,усиленный цикл,42,early,0.99,7.0,0.9948879491564224,0.9137067495207382,0.20368764267838538,0.3533159179192595,7.0,1.0,0.875,0.16162829524509043
delay,delay_g_1_25,усиленный цикл,43,early,0.8,2.0,0.8612971426699185,-0.2260539737363214,0.20655457862005946,0.13197310540199447,9.0,0.9,0.8888888888888888,0.14211945924377362
delay,delay_g_1_25,усиленный цикл,43,early,0.9,3.0,0.917541432427744,-0.7209878197082316,0.2424283232971096,0.1433036901964315,8.0,1.0,0.875,0.15920485805872003
delay,delay_g_1_25,усиленный цикл,43,early,0.95,4.0,0.9642940372374883,0.5091133243160819,0.1304727468820078,0.20293278039671142,8.0,1.0,0.8888888888888888,0.16830868333702245
delay,delay_g_1_25,усиленный цикл,43,early,0.99,7.0,0.9926716616018865,0.518020640484791,0.13007772906965406,0.41849977002057565,6.0,1.0,0.875,0.18286570131481808
delay,delay_g_1_25,усиленный цикл,44,early,0.8,2.0,0.854183873861162,-4.803507710145103,0.2376211866526247,0.1338457179676539,9.0,1.0,0.9,0.13710010020662777
delay,delay_g_1_25,усиленный цикл,44,early,0.9,3.0,0.9124873519127379,-2.649281436846615,0.20217349253712422,0.14728564663924198,8.0,0.9,0.8888888888888888,0.1423634420587689
delay,delay_g_1_25,усиленный цикл,44,early,0.95,4.0,0.9606165779123987,-1.1024744956319452,0.14252831446992942,0.21856066920257644,8.0,1.0,0.8888888888888888,0.1399408728536284
delay,delay_g_1_25,усиленный цикл,44,early,0.99,7.0,0.992757957284164,0.5805204404930665,0.07480968874790746,0.35780939396128947,8.0,1.0,0.9,0.16607059252232365
delay,delay_g_1_25,усиленный цикл,45,early,0.8,2.0,0.8467856765241285,-0.3018699141192458,0.2901735036456025,0.1385010392121753,8.0,1.0,0.8888888888888888,0.1432528913347391
delay,delay_g_1_25,усиленный цикл,45,early,0.9,3.0,0.910982437166927,-0.05016787116251087,0.2486680768868886,0.15777013537590093,8.0,1.0,0.875,0.1528435688862468
delay,delay_g_1_25,усиленный цикл,45,early,0.95,4.0,0.9631684991279723,0.6632289885427156,0.10746792292963914,0.20374622297637535,8.0,1.0,0.875,0.16325170698624555
delay,delay_g_1_25,усиленный цикл,45,early,0.99,7.0,0.9926458819084603,0.9591791502573205,0.04567566451242688,0.3944090882589019,7.0,1.0,0.875,0.17367043747377883
delay,delay_g_1_25,усиленный цикл,46,early,0.8,2.0,0.8500137751604926,0.7509629044228983,0.22176148363710904,0.13251962418273514,8.0,1.0,0.8888888888888888,0.14384641034247242
delay,delay_g_1_25,усиленный цикл,46,early,0.9,3.0,0.9155833605019775,0.6542746859151468,0.263501180018753,0.14159190430666171,9.0,0.9,0.9,0.14338893816552287
delay,delay_g_1_25,усиленный цикл,46,early,0.95,4.0,0.9710071576155133,0.5766418018754624,0.24285197036098558,0.20748658592331382,8.0,1.0,0.8888888888888888,0.1457613663589926
delay,delay_g_1_25,усиленный цикл,46,early,0.99,6.0,0.9907295608241823,0.848219703905678,0.14436472408159068,0.36169199840411415,7.0,1.0,0.875,0.1847517264568872
delay,delay_g_1_25,усиленный цикл,47,early,0.8,2.0,0.8527098707616195,0.7554080681881449,0.26003839343808094,0.131205483509918,9.0,1.0,0.9,0.14501086263536422
delay,delay_g_1_25,усиленный цикл,47,early,0.9,3.0,0.919768366186314,0.6495983525230967,0.29119543767969963,0.16607716129186523,7.0,0.9,0.8571428571428571,0.14674046113676528
delay,delay_g_1_25,усиленный цикл,47,early,0.95,4.0,0.9781848460172136,0.512646051876005,0.3752959310365949,0.18781713357288723,8.0,1.0,0.8888888888888888,0.1536546200870882
delay,delay_g_1_25,усиленный цикл,47,early,0.99,6.0,0.9962352958324698,0.4325799856789748,0.39563335612859724,0.2557687671269557,7.0,1.0,0.8571428571428571,0.15420667755755205
delay,delay_g_1_25,усиленный цикл,48,middle,0.8,2.0,0.8484079540242377,0.3402921267905745,0.18373020501441836,0.1342097140869926,9.0,1.0,0.9,0.1413376420874874
delay,delay_g_1_25,усиленный цикл,48,middle,0.9,3.0,0.9121311762217283,0.2192992919092951,0.2065506826588456,0.13872314735465868,8.0,0.9,0.875,0.14920736627300787
delay,delay_g_1_25,усиленный цикл,48,middle,0.95,4.0,0.9726378215906384,-0.4340505267830228,0.32099937903322756,0.19478405726480263,8.0,1.0,0.8888888888888888,0.15802773193860645
delay,delay_g_1_25,усиленный цикл,48,middle,0.99,6.0,0.993224606303495,-0.3480615909576996,0.3007159186112145,0.2794034526759007,7.0,1.0,0.875,0.16899311776698733
delay,delay_g_1_25,усиленный цикл,49,middle,0.8,2.0,0.8440771760395425,0.6607782976512512,0.38918744082599055,0.14047432958210798,9.0,1.0,0.8888888888888888,0.14323465041808264
delay,delay_g_1_25,усиленный цикл,49,middle,0.9,3.0,0.9099329519323393,0.6203096441954026,0.45231498815702675,0.1709976409588257,8.0,0.9,0.8571428571428571,0.15212643958606922
delay,delay_g_1_25,усиленный цикл,49,middle,0.95,4.0,0.9668942155944394,0.7194471075779916,0.3951509667988134,0.1865808764837503,8.0,1.0,0.875,0.16020770277617552
delay,delay_g_1_25,усиленный цикл,49,middle,0.99,7.0,0.9969570810932034,0.8906231646256152,0.2392237097849034,0.32153469439563054,9.0,1.0,0.9090909090909091,0.16710363849045815
delay,delay_g_1_25,усиленный цикл,50,middle,0.8,2.0,0.8451798743966067,0.5415770484547826,0.3393510270817803,0.13644377340942676,9.0,1.0,0.8888888888888888,0.14343199705479648
delay,delay_g_1_25,усиленный цикл,50,middle,0.9,3.0,0.9040015507033666,0.5083449516387877,0.3415873103339702,0.14453304167417774,8.0,0.9,0.8888888888888888,0.14922520020377533
delay,delay_g_1_25,усиленный цикл,50,middle,0.95,4.0,0.9615737050622597,0.6446030811527728,0.31125233939608093,0.18565913209080911,8.0,1.0,0.875,0.16024829389737255
delay,delay_g_1_25,усиленный цикл,50,middle,0.99,7.0,0.9915158967373712,0.9330479560023006,0.14146131999413777,0.39562322504931713,8.0,1.0,0.8888888888888888,0.16709138844603313
delay,delay_g_1_25,усиленный цикл,51,middle,0.8,2.0,0.8477646328910977,-130.12102933089892,0.3370908461764664,0.137554042202433,9.0,1.0,0.8888888888888888,0.14685474519764435
delay,delay_g_1_25,усиленный цикл,51,middle,0.9,3.0,0.9089863170123944,-119.04239873148481,0.2979200917638231,0.16666082981258115,7.0,0.9,0.8571428571428571,0.1593941527039729
delay,delay_g_1_25,усиленный цикл,51,middle,0.95,4.0,0.9577616236464216,-92.63177812870262,0.2344894235628563,0.17186603212217028,8.0,1.0,0.8888888888888888,0.16455507401591737
delay,delay_g_1_25,усиленный цикл,51,middle,0.99,8.0,0.9959351347708718,-3.846959986282335,0.06806980932693359,0.5047890298415872,6.0,1.0,0.8333333333333334,0.16463629128738846
delay,delay_g_1_25,усиленный цикл,52,middle,0.8,2.0,0.8473901544621717,-0.2193215929423551,0.12354397185351211,0.14092760307494295,9.0,1.0,0.8888888888888888,0.14459812787696796
delay,delay_g_1_25,усиленный цикл,52,middle,0.9,3.0,0.9000764872453113,0.365558156598321,0.07297412841061883,0.1445679550953652,9.0,0.9,0.8888888888888888,0.15059044569641666
delay,delay_g_1_25,усиленный цикл,52,middle,0.95,4.0,0.9521927230847915,0.4271348191027935,0.08892445729567795,0.17503691460342163,9.0,0.9,0.9,0.15342106950476259
delay,delay_g_1_25,усиленный цикл,52,middle,0.99,8.0,0.9958977240204063,0.37761307431306923,0.08628353421694412,0.3484822569495448,8.0,1.0,0.9,0.175850413622136
delay,delay_g_1_25,усиленный цикл,53,middle,0.8,2.0,0.8561928806898222,0.01024343117510651,0.22489893569902866,0.13923937459407898,9.0,1.0,0.8888888888888888,0.13515877172135965
delay,delay_g_1_25,усиленный цикл,53,middle,0.9,3.0,0.9132441650691044,-0.04054804150378932,0.2473130415548014,0.14791502943262985,9.0,1.0,0.8888888888888888,0.1444251262231267
delay,delay_g_1_25,усиленный цикл,53,middle,0.95,4.0,0.9584280487784257,0.8137281326362569,0.11391375107629444,0.20492291078021108,8.0,0.9,0.9,0.14736332041152025
delay,delay_g_1_25,усиленный цикл,53,middle,0.99,7.0,0.9932131529391706,0.9297058741074294,0.05805702501235229,0.3211177233476239,8.0,1.0,0.9,0.16779209809526882
delay,delay_g_1_25,усиленный цикл,54,middle,0.8,2.0,0.8652146355661272,0.5797654653399171,0.27952577179826354,0.1365202997300212,9.0,1.0,0.9,0.13988930646682207
delay,delay_g_1_25,усиленный цикл,54,middle,0.9,3.0,0.916378217167011,0.8448304285065099,0.14952669277321493,0.20379061269224547,8.0,0.9,0.8888888888888888,0.1453967061728643
delay,delay_g_1_25,усиленный цикл,54,middle,0.95,4.0,0.9670255063589568,0.8376671021842721,0.14902159729964135,0.20429893308216918,8.0,0.9,0.8571428571428571,0.15159666827583004
delay,delay_g_1_25,усиленный цикл,54,middle,0.99,6.0,0.9914392597961408,0.9258968812636847,0.11984892847557323,0.22860695578381013,8.0,1.0,0.9,0.17204718459300747
delay,delay_g_1_25,усиленный цикл,55,middle,0.8,2.0,0.8733331346946527,0.6737117863550499,0.3125404692017746,0.13553359396428816,9.0,1.0,0.9,0.14436079764982554
delay,delay_g_1_25,усиленный цикл,55,middle,0.9,3.0,0.9327443524917133,0.6565279556131363,0.32151848178617953,0.13680985574821217,9.0,1.0,0.9,0.14903619026862433
delay,delay_g_1_25,усиленный цикл,55,middle,0.95,4.0,0.9764202165998832,0.9025111198824298,0.1277804273529182,0.21621848006406974,7.0,1.0,0.875,0.14953184613440765
delay,delay_g_1_25,усиленный цикл,55,middle,0.99,6.0,0.9943429221342258,0.9445515746386168,0.10515694877529957,0.2482368548195249,8.0,1.0,0.8888888888888888,0.16676456619491017
delay,delay_g_1_25,усиленный цикл,56,middle,0.8,2.0,0.8839497521152002,0.0896402465343833,0.2739861286208128,0.13757827306958356,9.0,1.0,0.8888888888888888,0.14371744887377538
delay,delay_g_1_25,усиленный цикл,56,middle,0.9,3.0,0.9368038866829042,-0.44864265669988335,0.31351952311721215,0.19648694388580043,8.0,1.0,0.875,0.14473136774497045
delay,delay_g_1_25,усиленный цикл,56,middle,0.95,4.0,0.9831355137444288,0.459995847712514,0.18798443683334676,0.21673588419785497,8.0,1.0,0.8888888888888888,0.14235437952531516
delay,delay_g_1_25,усиленный цикл,56,middle,0.99,5.0,0.9911933401108874,0.6260240034708756,0.14944047167116528,0.2467504490279543,8.0,1.0,0.8888888888888888,0.15090714388389648
delay,delay_g_1_25,усиленный цикл,57,middle,0.8,2.0,0.8844561884567166,0.8449783995665346,0.3392503619076721,0.1393805853030401,8.0,1.0,0.8888888888888888,0.14400768052386237
delay,delay_g_1_25,усиленный цикл,57,middle,0.9,3.0,0.9362797185219192,0.8737024504280331,0.30332006696225633,0.14245168084064636,8.0,0.9,0.8888888888888888,0.156588710089554
delay,delay_g_1_25,усиленный цикл,57,middle,0.95,4.0,0.9821724354470424,0.9716616775477599,0.09414828651103167,0.21084405749590912,8.0,1.0,0.8888888888888888,0.16099014504239767
delay,delay_g_1_25,усиленный цикл,57,middle,0.99,5.0,0.9907829034739267,0.9741592887162704,0.11279882622209764,0.2727116808481696,7.0,1.0,0.8571428571428571,0.16455364199771458
delay,delay_g_1_25,усиленный цикл,58,middle,0.8,2.0,0.8829152835842136,0.8502910367444215,0.25476410923708476,0.14066568390429413,8.0,1.0,0.8888888888888888,0.143765023217299
delay,delay_g_1_25,усиленный цикл,58,middle,0.9,3.0,0.934550324685529,0.8560347317649172,0.21753342526819042,0.1855724067056556,7.0,1.0,0.875,0.14025907192089565
delay,delay_g_1_25,усиленный цикл,58,middle,0.95,4.0,0.9811560290061297,0.9435350581515786,0.13330411963808275,0.20364210346420766,8.0,1.0,0.8888888888888888,0.13864916472208752
delay,delay_g_1_25,усиленный цикл,58,middle,0.99,6.0,0.9946637446058051,0.9542670714182819,0.1263153009850276,0.29125635977831515,6.0,1.0,0.8571428571428571,0.15424764760483223
delay,delay_g_1_25,усиленный цикл,59,middle,0.8,2.0,0.8810506367673129,-64.61448526154273,0.2765537673210728,0.14320868649312282,8.0,1.0,0.8888888888888888,0.13909743319886908
delay,delay_g_1_25,усиленный цикл,59,middle,0.9,3.0,0.9345689799891604,-65.52275901132323,0.2930203175539126,0.1448119992186228,8.0,0.9,0.8888888888888888,0.15726157057074033
delay,delay_g_1_25,усиленный цикл,59,middle,0.95,4.0,0.9808210783274254,-5.435902933439898,0.08140569986023194,0.2103203420017229,8.0,1.0,0.8888888888888888,0.1640511539941306
delay,delay_g_1_25,усиленный цикл,59,middle,0.99,6.0,0.9942147274178272,-1.5604223989069408,0.05063511685603513,0.2785270810197221,8.0,1.0,0.8888888888888888,0.16098007700629755
delay,delay_g_1_25,усиленный цикл,60,middle,0.8,2.0,0.876153598775106,-2.4286116663404624,0.19433231915044516,0.14324916927022657,8.0,1.0,0.8888888888888888,0.14216238828757988
delay,delay_g_1_25,усиленный цикл,60,middle,0.9,3.0,0.9291312842202206,-0.5989816449520273,0.13065244093947082,0.1657871620854926,8.0,1.0,0.875,0.15035813725755134
delay,delay_g_1_25,усиленный цикл,60,middle,0.95,4.0,0.9799636382496658,0.23332998947528893,0.09773703648544681,0.21763693101430392,8.0,1.0,0.8888888888888888,0.14859981438187597
delay,delay_g_1_25,усиленный цикл,60,middle,0.99,6.0,0.9937474060628708,0.9783977650977945,0.01557313067892189,0.29495335106533005,6.0,1.0,0.8571428571428571,0.1553029344067874
delay,delay_g_1_25,усиленный цикл,61,middle,0.8,2.0,0.869921809438249,0.17600719534533726,0.1905237530864657,0.1395339113968101,9.0,1.0,0.8888888888888888,0.1447551032667447
delay,delay_g_1_25,усиленный цикл,61,middle,0.9,3.0,0.9285440297164925,0.16592199806707586,0.19974058850176188,0.14152168382313612,9.0,0.9,0.8888888888888888,0.1593488995172588
delay,delay_g_1_25,усиленный цикл,61,middle,0.95,4.0,0.978639696367623,0.8970050935187399,0.0744060149899503,0.22896094823230018,8.0,1.0,0.8888888888888888,0.16266664475372064
delay,delay_g_1_25,усиленный цикл,61,middle,0.99,6.0,0.9942870428058928,0.9814311834302882,0.02951711799286773,0.30162097344055017,6.0,1.0,0.8333333333333334,0.16923665958238876
delay,delay_g_1_25,усиленный цикл,62,middle,0.8,2.0,0.8714926285577491,0.7120754277429788,0.20985378794956555,0.13399701153204777,9.0,0.9,0.8888888888888888,0.1421653308371374
delay,delay_g_1_25,усиленный цикл,62,middle,0.9,3.0,0.928620683184634,0.7152647865948245,0.20326259532354918,0.18948557815265127,7.0,1.0,0.875,0.14090886841697348
delay,delay_g_1_25,усиленный цикл,62,middle,0.95,4.0,0.9804088010603184,0.961825453086569,0.07246948110534958,0.2184118961473287,8.0,1.0,0.8888888888888888,0.14026163608934955
delay,delay_g_1_25,усиленный цикл,62,middle,0.99,6.0,0.9957459201971286,0.9917435945776866,0.03171115936494157,0.3265716897418668,6.0,1.0,0.8333333333333334,0.15463164169484075
delay,delay_g_1_25,усиленный цикл,63,middle,0.8,2.0,0.8709897258872439,0.8098872888017635,0.24370604446110192,0.138244730828176,8.0,1.0,0.8888888888888888,0.1477502873982314
delay,delay_g_1_25,усиленный цикл,63,middle,0.9,3.0,0.9333542001914745,0.8198710383211981,0.23567428161962037,0.13872411263815593,8.0,0.9,0.8888888888888888,0.1576635342060922
delay,delay_g_1_25,усиленный цикл,63,middle,0.95,4.0,0.9818860281755064,0.9774777213202732,0.07454359106195087,0.19693458392498855,9.0,0.9,0.9,0.16532434211215868
delay,delay_g_1_25,усиленный цикл,63,middle,0.99,5.0,0.9900377974183439,0.9898145801708054,0.04570237622535734,0.29320802141818375,7.0,0.9,0.8333333333333334,0.16011245354923775
delay,delay_g_1_25,усиленный цикл,64,middle,0.8,2.0,0.8710940873882651,0.28395966978189835,0.23713126827242959,0.1386640416642924,9.0,1.0,0.8888888888888888,0.1404388816267431
delay,delay_g_1_25,усиленный цикл,64,middle,0.9,3.0,0.9291588408766361,-0.034161309233332826,0.2653736537243001,0.17010092240970717,8.0,1.0,0.8888888888888888,0.1437824016914887
delay,delay_g_1_25,усиленный цикл,64,middle,0.95,4.0,0.9820785977406525,0.8135124369203139,0.11265503866920441,0.20117860569468685,9.0,1.0,0.9,0.1451718827086309
delay,delay_g_1_25,усиленный цикл,64,middle,0.99,5.0,0.9906093109064091,0.9575996909673128,0.05085057749642614,0.29074982719179704,6.0,0.9,0.8571428571428571,0.1480089013684272
delay,delay_g_1_25,усиленный цикл,65,middle,0.8,2.0,0.8712709671893262,0.8346000185296232,0.33443706659194933,0.14234709351919564,8.0,0.9,0.8888888888888888,0.1461946120973536
delay,delay_g_1_25,усиленный цикл,65,middle,0.9,3.0,0.9331409193487068,0.8501246719976406,0.311436351686021,0.1454370774867037,8.0,0.9,0.8888888888888888,0.16170893507230674
delay,delay_g_1_25,усиленный цикл,65,middle,0.95,4.0,0.9822118668345571,0.983217305645425,0.09321508607491023,0.20217864179428768,9.0,1.0,0.9,0.1750253859669475
delay,delay_g_1_25,усиленный цикл,65,middle,0.99,5.0,0.9916740332747462,0.9963573648380634,0.042395571734657,0.32305603978183156,5.0,1.0,0.8,0.1747220432825556
delay,delay_g_1_25,усиленный цикл,66,middle,0.8,2.0,0.8728944233451066,0.828511426211429,0.26018751093439213,0.13760751501332805,9.0,0.9,0.8888888888888888,0.14472777636920836
delay,delay_g_1_25,усиленный цикл,66,middle,0.9,3.0,0.9314069234228509,0.8498120949160749,0.25020000906898654,0.15720594084959466,8.0,1.0,0.8888888888888888,0.1429728557860025
delay,delay_g_1_25,усиленный цикл,66,middle,0.95,4.0,0.9823918698211358,0.9561127224775896,0.1539205751866621,0.19046342479201883,9.0,1.0,0.9,0.14543315445939461
delay,delay_g_1_25,усиленный цикл,66,middle,0.99,5.0,0.9913057220370444,0.9867910892064732,0.0643524518548947,0.287782476707904,6.0,1.0,0.8,0.15029319489224197
delay,delay_g_1_25,усиленный цикл,67,middle,0.8,2.0,0.8725182728843974,-58.33257329427616,0.2898560146887798,0.13822265236762477,9.0,0.9,0.8888888888888888,0.14409998595982512
delay,delay_g_1_25,усиленный цикл,67,middle,0.9,3.0,0.9338080912113739,-59.4901637238913,0.32112673487709803,0.1441560275022232,8.0,1.0,0.8888888888888888,0.1591435096303628
delay,delay_g_1_25,усиленный цикл,67,middle,0.95,4.0,0.9824678276620242,-7.04399583745178,0.1128439652908982,0.19996857316532995,9.0,1.0,0.9,0.16809017697300954
delay,delay_g_1_25,усиленный цикл,67,middle,0.99,5.0,0.9902188294831485,-7.514956038550828,0.11964115424829973,0.20004504818050742,9.0,1.0,0.9,0.17401442146737986
delay,delay_g_1_25,усиленный цикл,68,middle,0.8,2.0,0.8692945075419274,-1.9269685306056723,0.22431079034556892,0.13899618347967035,9.0,0.9,0.8888888888888888,0.14003788214906882
delay,delay_g_1_25,усиленный цикл,68,middle,0.9,3.0,0.9280103394234226,-1.049789560011484,0.17297569529480708,0.14908521145852374,9.0,0.9,0.9,0.14920683937415216
delay,delay_g_1_25,усиленный цикл,68,middle,0.95,4.0,0.9819969240535745,0.3439800335143899,0.08626534135153692,0.21132289329242676,9.0,1.0,0.9,0.1508854989499249
delay,delay_g_1_25,усиленный цикл,68,middle,0.99,5.0,0.9914231964663162,0.6657281003613174,0.07835057158242249,0.29637071137194343,6.0,1.0,0.8333333333333334,0.1479954252856979
delay,delay_g_1_25,усиленный цикл,69,middle,0.8,2.0,0.8640337919923887,0.5272944408239316,0.17928597443711125,0.14062850646534203,9.0,0.9,0.8888888888888888,0.1421799936267666
delay,delay_g_1_25,усиленный цикл,69,middle,0.9,3.0,0.9293774096127919,0.5933439668617669,0.15720481092147456,0.14487322503909478,8.0,1.0,0.8888888888888888,0.15560896577251396
delay,delay_g_1_25,усиленный цикл,69,middle,0.95,4.0,0.9810028110592867,0.8130238190178423,0.09493839297301045,0.22299469278550715,9.0,1.0,0.9,0.16219650603859992
delay,delay_g_1_25,усиленный цикл,69,middle,0.99,5.0,0.9917706775318511,0.9424925434261121,0.05811566046459704,0.3219287438568184,6.0,1.0,0.8,0.16017097973813987
delay,delay_g_1_25,усиленный цикл,70,middle,0.8,2.0,0.8639640637512942,0.9541515119672306,0.09392657530632625,0.13392964806935992,9.0,0.9,0.8888888888888888,0.14124874614573601
delay,delay_g_1_25,усиленный цикл,70,middle,0.9,3.0,0.9255249958289462,0.8900172520180128,0.145383381454718,0.1747184197133312,7.0,0.9,0.8571428571428571,0.14156748003795494
delay,delay_g_1_25,усиленный цикл,70,middle,0.95,4.0,0.9806342066552461,0.9363261609206371,0.09944902131003903,0.21366704813292828,9.0,1.0,0.9,0.14210361089998344
delay,delay_g_1_25,усиленный цикл,70,middle,0.99,5.0,0.9913196226331896,0.9446857487793012,0.09657276397146426,0.3271949454867276,6.0,1.0,0.8333333333333334,0.14239705138414402
delay,delay_g_1_25,усиленный цикл,71,middle,0.8,2.0,0.8637918113403725,0.8629141315810419,0.16176291988127275,0.1369007615653657,8.0,0.9,0.8888888888888888,0.14889383743506446
delay,delay_g_1_25,усиленный цикл,71,middle,0.9,3.0,0.9303595054112219,0.854608246827419,0.1517667989379238,0.13998824255576464,8.0,1.0,0.8888888888888888,0.15577091924891615
delay,delay_g_1_25,усиленный цикл,71,middle,0.95,4.0,0.9802243992556814,0.9507721251816439,0.1101935846844702,0.19523601555393544,9.0,1.0,0.9,0.16427709835348178
delay,delay_g_1_25,усиленный цикл,71,middle,0.99,6.0,0.997778130721355,0.9585576406807857,0.0932401718655372,0.3251835177624795,6.0,1.0,0.8,0.161124064551452
delay,delay_g_1_25,усиленный цикл,72,middle,0.8,2.0,0.8658084756435306,0.6863093751945,0.11842662910083775,0.13851441300381043,9.0,0.9,0.8888888888888888,0.14111585109719665
delay,delay_g_1_25,усиленный цикл,72,middle,0.9,3.0,0.9250781251105169,0.7970243247480073,0.14096576147737983,0.1574790747317348,8.0,0.9,0.8888888888888888,0.14490673449897726
delay,delay_g_1_25,усиленный цикл,72,middle,0.95,4.0,0.9796896592912929,0.9469094812354615,0.07612793946728573,0.19735623867009958,9.0,0.9,0.9,0.1481023067759948
delay,delay_g_1_25,усиленный цикл,72,middle,0.99,6.0,0.9969459317103939,0.8377170086469938,0.12276556153173486,0.33636864391692384,6.0,1.0,0.8333333333333334,0.16107033564707648
delay,delay_g_1_25,усиленный цикл,73,middle,0.8,2.0,0.8655119154273088,0.8464078335028533,0.2767287001993947,0.14313426320344416,8.0,1.0,0.8888888888888888,0.1439370445623857
delay,delay_g_1_25,усиленный цикл,73,middle,0.9,3.0,0.9292088969249981,0.8476894993498367,0.2960746576503602,0.14612677788633202,8.0,1.0,0.8888888888888888,0.1596361282262667
delay,delay_g_1_25,усиленный цикл,73,middle,0.95,4.0,0.9793472413624023,0.9777770714041973,0.1141974917034686,0.19706325198027344,9.0,0.9,0.9,0.17197426455492332
delay,delay_g_1_25,усиленный цикл,73,middle,0.99,6.0,0.9961400009045948,0.9851524394428154,0.09340855978463791,0.3072252113558555,5.0,0.9,0.8,0.1810895200566552
delay,delay_g_1_25,усиленный цикл,74,middle,0.8,2.0,0.8678125989532908,0.7400535522821686,0.2412944581465967,0.13844555840036454,9.0,1.0,0.8888888888888888,0.14492557902586495
delay,delay_g_1_25,усиленный цикл,74,middle,0.9,3.0,0.926132282786853,0.8210230052407791,0.17609177698777065,0.15271287621922933,8.0,0.9,0.8888888888888888,0.14590020344881918
delay,delay_g_1_25,усиленный цикл,74,middle,0.95,4.0,0.978660207379502,0.9500644402017042,0.1305407893754365,0.19015154318931574,9.0,0.9,0.9,0.1497458337358607
delay,delay_g_1_25,усиленный цикл,74,middle,0.99,6.0,0.9954094970242569,0.9727949870448072,0.08764441855560856,0.3020150377420807,5.0,0.9,0.8,0.1575479849840783
delay,delay_g_1_25,усиленный цикл,75,middle,0.8,2.0,0.8700729803384023,-91.23388928633958,0.26053443494876183,0.14044880382299532,9.0,1.0,0.8888888888888888,0.14545811283217835
delay,delay_g_1_25,усиленный цикл,75,middle,0.9,3.0,0.9302771284904617,-86.58310755108882,0.26950824338507867,0.14413989995977192,8.0,1.0,0.8888888888888888,0.16218682259453207
