model,case,regime,start,stage,component,variable,loading,abs_loading,loading_share,is_true_predictor
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_4,-0.29798581630144916,0.29798581630144916,0.09782094757769409,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_5,-0.40513989757066493,0.40513989757066493,0.13299682909001476,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_6,-0.30121268015684194,0.30121268015684194,0.09888024256010831,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_7,-0.061375847522395076,0.061375847522395076,0.020148085024795714,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_8,0.2260654197172347,0.2260654197172347,0.07421136296271925,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_9,0.41471157901702776,0.41471157901702776,0.1361389616942319,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_10,0.30736224336726115,0.30736224336726115,0.1008989832770275,0
delay,delay_g_1_25,усиленный цикл,117,late,2,X_n,-0.29235827929589875,0.29235827929589875,0.10177618479725545,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_1,0.03873333801201173,0.03873333801201173,0.013483905353455696,1
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_2,0.35090847252385815,0.35090847252385815,0.12215876229851591,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_3,0.43864716775667234,0.43864716775667234,0.1527024831104965,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_4,0.3021317842743274,0.3021317842743274,0.10517855141125065,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_5,0.008835649217929863,0.008835649217929863,0.0030758789173800224,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_6,-0.2859619099977288,0.2859619099977288,0.09954947151487512,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_7,-0.4339873424129638,0.4339873424129638,0.15108029800786693,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_8,-0.38194922806989906,0.38194922806989906,0.13296471477678598,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_9,-0.04178287068920768,0.04178287068920768,0.014545513056329866,0
delay,delay_g_1_25,усиленный цикл,117,late,2,Lag_10,0.29726476240429284,0.29726476240429284,0.10348423675578787,0
delay,delay_g_1_25,усиленный цикл,117,late,3,X_n,-0.4046197406412305,0.4046197406412305,0.13831238196854492,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_1,0.1599430496616864,0.1599430496616864,0.05467381335117907,1
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_2,0.33531523845682437,0.33531523845682437,0.11462181570235552,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_3,-0.2343088195090345,0.2343088195090345,0.08009448795348789,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_4,-0.429479920709992,0.429479920709992,0.14681041203506653,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_5,0.08635761726516251,0.08635761726516251,0.029519883844874986,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_6,0.5029053064498273,0.5029053064498273,0.17190963231171805,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_7,0.15395687093774743,0.15395687093774743,0.0526275398873948,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_8,-0.31331157371157914,0.31331157371157914,0.10710023685370841,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_9,0.029930564479553095,0.029930564479553095,0.01023125480795751,0
delay,delay_g_1_25,усиленный цикл,117,late,3,Lag_10,0.27527634783697563,0.27527634783697563,0.09409854128371234,0
delay,delay_g_1_25,усиленный цикл,117,late,4,X_n,0.15892571246400022,0.15892571246400022,0.05659661898148328,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_1,0.3725352291134533,0.3725352291134533,0.13266723233403585,1
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_2,-0.20804046384277095,0.20804046384277095,0.07408736246821913,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_3,-0.38094287903523905,0.38094287903523905,0.13566136432045556,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_4,0.14975689868122996,0.14975689868122996,0.05333142134838683,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_5,0.5447941340859934,0.5447941340859934,0.19401206734999835,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_6,0.048380712725433206,0.048380712725433206,0.01722933766802647,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_7,-0.4584674489410916,0.4584674489410916,0.16326941135475018,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_8,-0.15352481706774657,0.15352481706774657,0.05467325230807695,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_9,0.3021586824201487,0.3021586824201487,0.10760473906797123,0
delay,delay_g_1_25,усиленный цикл,117,late,4,Lag_10,-0.030515539427639845,0.030515539427639845,0.010867192798596258,0
delay,delay_g_1_25,усиленный цикл,118,late,1,X_n,0.3732272950873336,0.3732272950873336,0.12240103781356998,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_1,0.3886060784039387,0.3886060784039387,0.12744455703909183,1
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_2,0.2010348719019677,0.2010348719019677,0.06593000373073207,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_3,-0.1084482030222916,0.1084482030222916,0.03556592128622085,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_4,-0.343141898397677,0.343141898397677,0.11253443956012439,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_5,-0.3896516023229863,0.3896516023229863,0.12778743981973195,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_6,-0.2487087454147792,0.2487087454147792,0.08156479698237662,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_7,0.029059779660489456,0.029059779660489456,0.009530243998486957,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_8,0.29023241242972947,0.29023241242972947,0.09518261112232511,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_9,0.41524841786049277,0.41524841786049277,0.13618199409738782,0
delay,delay_g_1_25,усиленный цикл,118,late,1,Lag_10,0.26185744851146364,0.26185744851146364,0.0858769545499524,0
delay,delay_g_1_25,усиленный цикл,118,late,2,X_n,0.19783531102509416,0.19783531102509416,0.06765225841372538,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_1,-0.09803807855188568,0.09803807855188568,0.033525346866596466,1
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_2,-0.3974401571949617,0.3974401571949617,0.13590963149715293,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_3,-0.43628903281577075,0.43628903281577075,0.14919449029694667,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_4,-0.22101525647095413,0.22101525647095413,0.07557893060987576,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_5,0.06962533676819244,0.06962533676819244,0.023809254529829293,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_6,0.34678258749694507,0.34678258749694507,0.11858664209721302,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_7,0.4473883771758017,0.4473883771758017,0.1529900498913231,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_8,0.332140428043356,0.332140428043356,0.11357957258087407,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_9,0.03529568883625618,0.03529568883625618,0.012069802148403952,0
delay,delay_g_1_25,усиленный цикл,118,late,2,Lag_10,-0.3424469629470417,0.3424469629470417,0.11710402106805938,0
delay,delay_g_1_25,усиленный цикл,118,late,3,X_n,0.34451409376879816,0.34451409376879816,0.11188602310245549,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_1,0.14680184894846504,0.14680184894846504,0.04767606132814391,1
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_2,-0.3713449350771422,0.3713449350771422,0.12059973375981492,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_3,-0.12125420383630184,0.12125420383630184,0.03937908752378308,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_4,0.4390954530549125,0.4390954530549125,0.14260271174175854,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_5,0.3103064534686442,0.3103064534686442,0.10077658838808926,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_6,-0.32183324304888056,0.32183324304888056,0.10452008297538753,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_7,-0.4246857061678034,0.4246857061678034,0.13792293433272867,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_8,0.10380666787195986,0.10380666787195986,0.033712743396516816,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_9,0.2649218362256524,0.2649218362256524,0.08603726588956401,0
delay,delay_g_1_25,усиленный цикл,118,late,3,Lag_10,-0.23058775480998706,0.23058775480998706,0.0748867675617576,0
delay,delay_g_1_25,усиленный цикл,118,late,4,X_n,0.12585464616687206,0.12585464616687206,0.04169552348668857,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_1,-0.4171097464862999,0.4171097464862999,0.1381880586918222,1
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_2,-0.11325353234856651,0.11325353234856651,0.037520786572542805,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_3,0.4622638858088807,0.4622638858088807,0.15314758171292348,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_4,0.18550999362028806,0.18550999362028806,0.06145928284407022,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_5,-0.3851255097508213,0.3851255097508213,0.12759171175807676,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_6,-0.3821386561631164,0.3821386561631164,0.1266021700310886,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_7,0.23360064528486676,0.23360064528486676,0.07739166958577168,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_8,0.37759231811141836,0.37759231811141836,0.12509597259788727,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_9,-0.14233083456591003,0.14233083456591003,0.04715406889034665,0
delay,delay_g_1_25,усиленный цикл,118,late,4,Lag_10,-0.19364129089974882,0.19364129089974882,0.0641531738287818,0
delay,delay_g_1_25,усиленный цикл,119,late,1,X_n,0.3278287052111204,0.3278287052111204,0.10857937697296238,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_1,0.40075302317186723,0.40075302317186723,0.13273246937912275,1
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_2,0.27447211636166263,0.27447211636166263,0.09090726625603876,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_3,-0.007876515439734316,0.007876515439734316,0.002608762215052242,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_4,-0.27664890715963936,0.27664890715963936,0.09162823603351014,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_5,-0.38206280304609014,0.38206280304609014,0.12654212538396378,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_6,-0.30300739792689435,0.30300739792689435,0.1003583699722481,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_7,-0.06225697074575974,0.06225697074575974,0.02061998534095798,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_8,0.2294740485967082,0.2294740485967082,0.07600356171387727,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_9,0.39689302160568296,0.39689302160568296,0.1314540073088137,0
delay,delay_g_1_25,усиленный цикл,119,late,1,Lag_10,0.3579803707120101,0.3579803707120101,0.11856583942345288,0
delay,delay_g_1_25,усиленный цикл,119,late,2,X_n,-0.2717472538621024,0.2717472538621024,0.09326999481440151,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_1,0.06265371050392171,0.06265371050392171,0.021504214562437386,1
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_2,0.33057763308713484,0.33057763308713484,0.11346195291982719,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_3,0.4592269247352684,0.4592269247352684,0.15761738998263106,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_4,0.31039661624737463,0.31039661624737463,0.10653535730849144,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_5,-0.006071816163570137,0.006071816163570137,0.002083988905284625,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_6,-0.28651555068423923,0.28651555068423923,0.09833881868821046,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_7,-0.456800776522216,0.456800776522216,0.15678467933685875,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_8,-0.38837426809347225,0.38837426809347225,0.13329910590193772,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_9,-0.11639208520426084,0.11639208520426084,0.03994847796676387,0
delay,delay_g_1_25,усиленный цикл,119,late,2,Lag_10,0.22479830186039923,0.22479830186039923,0.07715601961315617,0
delay,delay_g_1_25,усиленный цикл,119,late,3,X_n,-0.300249284700019,0.300249284700019,0.09945279409096867,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_1,0.2018989447305651,0.2018989447305651,0.06687581020395846,1
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_2,0.3559185797545125,0.3559185797545125,0.11789236154497758,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_3,-0.2516688204615306,0.2516688204615306,0.08336128895522389,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_4,-0.45389680920884645,0.45389680920884645,0.1503460897497094,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_5,0.11808691110109924,0.11808691110109924,0.03911440876973188,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_6,0.45940735890359724,0.45940735890359724,0.15217137158066413,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_7,0.10068507783437261,0.10068507783437261,0.03335032862409474,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_8,-0.36541364648501834,0.36541364648501834,0.12103745119064474,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_9,-0.1068967088255303,0.1068967088255303,0.03540783246977383,0
delay,delay_g_1_25,усиленный цикл,119,late,3,Lag_10,0.30489092288058095,0.30489092288058095,0.10099026282025281,0
delay,delay_g_1_25,усиленный цикл,119,late,4,X_n,0.21232409811735992,0.21232409811735992,0.07287436277182714,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_1,0.29550533944539537,0.29550533944539537,0.10142401874634384,1
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_2,-0.2353121647141543,0.2353121647141543,0.08076437958787289,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_3,-0.4001594901273734,0.4001594901273734,0.13734365580120325,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_4,0.2063789489948966,0.2063789489948966,0.07083385508699747,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_5,0.5141086715225147,0.5141086715225147,0.17645355456527256,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_6,0.04844520742847926,0.04844520742847926,0.016627474940447005,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_7,-0.46803076733247356,0.46803076733247356,0.16063859085891782,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_8,-0.15396173189554915,0.15396173189554915,0.05284309789901181,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_9,0.30829263459770895,0.30829263459770895,0.1058129034469634,0
delay,delay_g_1_25,усиленный цикл,119,late,4,Lag_10,0.07104464698682143,0.07104464698682143,0.024384106295142743,0
delay,delay_g_1_25,усиленный цикл,120,late,1,X_n,0.2888801877955893,0.2888801877955893,0.09407734326482413,0
delay,delay_g_1_25,усиленный цикл,120,late,1,Lag_1,0.41385349405479366,0.41385349405479366,0.13477641896677736,1
delay,delay_g_1_25,усиленный цикл,120,late,1,Lag_2,0.29324256437336527,0.29324256437336527,0.09549800420349762,0
