model,case,regime,start,stage,component,variable,loading,abs_loading,loading_share,is_true_predictor
delay,delay_g_1_25,усиленный цикл,111,late,4,Lag_7,-0.42019781777847426,0.42019781777847426,0.14645111912456069,0
delay,delay_g_1_25,усиленный цикл,111,late,4,Lag_8,0.15271852757681195,0.15271852757681195,0.053226833477917554,0
delay,delay_g_1_25,усиленный цикл,111,late,4,Lag_9,0.33814464428596014,0.33814464428596014,0.1178532098131049,0
delay,delay_g_1_25,усиленный цикл,111,late,4,Lag_10,-0.2328115152918252,0.2328115152918252,0.0811415612290198,0
delay,delay_g_1_25,усиленный цикл,112,late,1,X_n,0.1816750482699677,0.1816750482699677,0.059387898905870054,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_1,0.3932794565816439,0.3932794565816439,0.12855942977111137,1
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_2,0.3836717333948852,0.3836717333948852,0.1254187536091162,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_3,0.168045199347374,0.168045199347374,0.054932426909988466,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_4,-0.18218679028730594,0.18218679028730594,0.0595551826549648,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_5,-0.3838816775021966,0.3838816775021966,0.1254873824028863,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_6,-0.32921630063651264,0.32921630063651264,0.10761777451855917,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_7,-0.03446267696954613,0.03446267696954613,0.011265531482626785,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_8,0.2737151395586643,0.2737151395586643,0.08947495647812197,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_9,0.41981141050073656,0.41981141050073656,0.13723248098054786,0
delay,delay_g_1_25,усиленный цикл,112,late,1,Lag_10,0.3091802746634913,0.3091802746634913,0.10106818228620704,0
delay,delay_g_1_25,усиленный цикл,112,late,2,X_n,0.39119164036416254,0.39119164036416254,0.13163675159965807,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_1,0.12871904185573635,0.12871904185573635,0.043314209176699536,1
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_2,-0.20017141204975253,0.20017141204975253,0.06735807140668136,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_3,-0.4060633085175607,0.4060633085175607,0.1366410970012086,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_4,-0.3746032660444978,0.3746032660444978,0.12605473121771152,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_5,-0.12786226179612598,0.12786226179612598,0.04302590101199162,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_6,0.2491168211124704,0.2491168211124704,0.0838282972242239,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_7,0.441306049194543,0.441306049194543,0.1485003481239279,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_8,0.34768044296371386,0.34768044296371386,0.116995148628095,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_9,0.0032659848679266385,0.0032659848679266385,0.0010990102917007188,0
delay,delay_g_1_25,усиленный цикл,112,late,2,Lag_10,-0.3017707116842371,0.3017707116842371,0.10154643431810184,0
delay,delay_g_1_25,усиленный цикл,112,late,3,X_n,0.23203539719950464,0.23203539719950464,0.07558029660676426,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_1,0.38027853532253636,0.38027853532253636,0.12386715492443208,1
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_2,-0.14457915116911796,0.14457915116911796,0.047093397216118674,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_3,-0.19108675125503513,0.19108675125503513,0.06224219887046341,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_4,0.4607756533950221,0.4607756533950221,0.15008727536009628,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_5,0.3203270846297464,0.3203270846297464,0.1043393221883303,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_6,-0.3731416736694283,0.3731416736694283,0.12154248322738248,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_7,-0.3014244247222383,0.3014244247222383,0.09818220711145312,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_8,0.22519629946730946,0.22519629946730946,0.07335261479028032,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_9,0.06080561083747359,0.06080561083747359,0.019806056135910733,0
delay,delay_g_1_25,усиленный цикл,112,late,3,Lag_10,-0.38040084200929825,0.38040084200929825,0.12390699356876834,0
delay,delay_g_1_25,усиленный цикл,112,late,4,X_n,-0.32158114882334365,0.32158114882334365,0.10335476081940895,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_1,0.25565266441551343,0.25565266441551343,0.08216563713448605,1
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_2,0.2525018597365691,0.2525018597365691,0.08115298242766472,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_3,-0.36838961643206586,0.36838961643206586,0.11839879555752775,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_4,-0.34089119216467867,0.34089119216467867,0.10956092345754437,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_5,0.3901409634841814,0.3901409634841814,0.125389582425157,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_6,0.3335417147859933,0.3335417147859933,0.10719883389041318,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_7,-0.3050614297793656,0.3050614297793656,0.09804539608568161,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_8,-0.1302198186054685,0.1302198186054685,0.04185207452352392,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_9,0.3749543059122993,0.3749543059122993,0.12050865776047652,0
delay,delay_g_1_25,усиленный цикл,112,late,4,Lag_10,-0.038495724805082024,0.038495724805082024,0.012372355918116008,0
delay,delay_g_1_25,усиленный цикл,113,late,1,X_n,0.2557109011987523,0.2557109011987523,0.08531581260620148,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_1,0.40831833070671286,0.40831833070671286,0.13623201053589223,1
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_2,0.32299012810456496,0.32299012810456496,0.10776296635708908,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_3,0.07234377303342059,0.07234377303342059,0.024136897388459866,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_4,-0.20968989313918565,0.20968989313918565,0.06996128653338955,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_5,-0.3992478405499313,0.3992478405499313,0.13320571703477593,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_6,-0.3301693969887176,0.3301693969887176,0.1101582696308194,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_7,0.003706943489018569,0.003706943489018569,0.001236790823419264,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_8,0.3265213927604773,0.3265213927604773,0.10894114340090841,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_9,0.42330347626018666,0.42330347626018666,0.14123167955243965,0
delay,delay_g_1_25,усиленный цикл,113,late,1,Lag_10,0.24522544100614874,0.24522544100614874,0.08181742613660534,0
delay,delay_g_1_25,усиленный цикл,113,late,2,X_n,0.3452304666051528,0.3452304666051528,0.1172292316612718,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_1,0.06156848443089802,0.06156848443089802,0.020906689364233018,1
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_2,-0.2832092136745057,0.2832092136745057,0.09616879658662118,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_3,-0.43602876361854015,0.43602876361854015,0.14806143108938705,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_4,-0.36080335913741945,0.36080335913741945,0.12251728820000468,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_5,-0.06915796010747283,0.06915796010747283,0.02348383271726841,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_6,0.24182564673707177,0.24182564673707177,0.08211626002116564,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_7,0.4361995850898875,0.4361995850898875,0.14811943660099272,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_8,0.29376443277610886,0.29376443277610886,0.09975301161105161,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_9,-0.05094390270668584,0.05094390270668584,0.017298921010241535,0
delay,delay_g_1_25,усиленный цикл,113,late,2,Lag_10,-0.36618611823621,0.36618611823621,0.12434510113776212,0
delay,delay_g_1_25,усиленный цикл,113,late,3,X_n,-0.3406677160697507,0.3406677160697507,0.12032858992016462,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_1,0.12500382014798744,0.12500382014798744,0.04415309318585822,1
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_2,0.39786392494042544,0.39786392494042544,0.14053108882903792,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_3,-0.16249243465092947,0.16249243465092947,0.0573945948263484,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_4,-0.5065163787001018,0.5065163787001018,0.17890865129107905,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_5,0.1338696383818823,0.1338696383818823,0.04728462387177336,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_6,0.52177306746259,0.52177306746259,0.18429752660577176,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_7,-0.027881706459056455,0.027881706459056455,0.009848207694853273,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_8,-0.26513306436736106,0.26513306436736106,0.09364869716625786,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_9,0.2228770937924168,0.2228770937924168,0.07872329885246532,0
delay,delay_g_1_25,усиленный цикл,113,late,3,Lag_10,0.1270664073384933,0.1270664073384933,0.04488162775639014,0
delay,delay_g_1_25,усиленный цикл,113,late,4,X_n,0.006002214065911828,0.006002214065911828,0.002169399681248563,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_1,0.4260040000267189,0.4260040000267189,0.153972006283015,1
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_2,-0.02973718518807298,0.02973718518807298,0.010748007211974483,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_3,-0.3327336873119852,0.3327336873119852,0.12026101489694578,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_4,0.17152054709281409,0.17152054709281409,0.06199322718327656,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_5,0.5281287386606334,0.5281287386606334,0.1908832815236374,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_6,-0.13069973344081745,0.13069973344081745,0.047239228216814276,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_7,-0.44939757982477385,0.44939757982477385,0.16242722364112058,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_8,0.12747867406839306,0.12747867406839306,0.04607503028933522,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_9,0.2400372272795291,0.2400372272795291,0.08675743294551949,0
delay,delay_g_1_25,усиленный цикл,113,late,4,Lag_10,-0.3250230883521446,0.3250230883521446,0.1174741481271128,0
delay,delay_g_1_25,усиленный цикл,114,late,1,X_n,0.2996592788416284,0.2996592788416284,0.09964259170073854,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_1,0.4108926994123787,0.4108926994123787,0.136629887246042,1
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_2,0.301921286549427,0.301921286549427,0.10039475366055965,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_3,0.014845255319898016,0.014845255319898016,0.004936338765320164,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_4,-0.2514597444352524,0.2514597444352524,0.08361530048657763,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_5,-0.39295834069677826,0.39295834069677826,0.1306663609710635,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_6,-0.3186908258023183,0.3186908258023183,0.10597095460199109,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_7,-0.04825230446078884,0.04825230446078884,0.016044838292983928,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_8,0.3120185179801072,0.3120185179801072,0.10375228129208969,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_9,0.41638026560365343,0.41638026560365343,0.13845461071044352,0
delay,delay_g_1_25,усиленный цикл,114,late,1,Lag_10,0.2402627566206023,0.2402627566206023,0.0798920822721903,0
delay,delay_g_1_25,усиленный цикл,114,late,2,X_n,-0.2986734852179947,0.2986734852179947,0.10121449638600953,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_1,-0.031550728886612145,0.031550728886612145,0.010691913721565176,1
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_2,0.3021435407781077,0.3021435407781077,0.10239042911298717,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_3,0.44687747884588636,0.44687747884588636,0.15143787850676924,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_4,0.3444052247269653,0.3444052247269653,0.11671207220824312,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_5,0.0889304809335217,0.0889304809335217,0.03013676903553178,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_6,-0.2562170070610307,0.2562170070610307,0.086826841412739,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_7,-0.4317829341915749,0.4317829341915749,0.14632263791469868,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_8,-0.30513849097393997,0.30513849097393997,0.1034053580932115,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_9,0.06766834063278691,0.06766834063278691,0.022931453099780646,0
delay,delay_g_1_25,усиленный цикл,114,late,2,Lag_10,0.377508610734017,0.377508610734017,0.1279301505084643,0
delay,delay_g_1_25,усиленный цикл,114,late,3,X_n,-0.2540283149049602,0.2540283149049602,0.0805381923455677,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_1,-0.2414569429768495,0.2414569429768495,0.07655251236035561,1
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_2,0.32138411351258905,0.32138411351258905,0.10189295457307798,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_3,0.26126054574876534,0.26126054574876534,0.08283112885937263,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_4,-0.3662227460050048,0.3662227460050048,0.11610878090541998,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_5,-0.3839926217635499,0.3839926217635499,0.1217426161427792,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_6,0.36766765081159225,0.36766765081159225,0.11656687952831371,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_7,0.42632493491753964,0.42632493491753964,0.13516382857929196,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_8,-0.158821594697366,0.158821594697366,0.05035345822433944,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_9,-0.10793241036700464,0.10793241036700464,0.034219339799623376,0
delay,delay_g_1_25,усиленный цикл,114,late,3,Lag_10,0.2650429205538393,0.2650429205538393,0.08403030868185836,0
delay,delay_g_1_25,усиленный цикл,114,late,4,X_n,-0.2603982998393715,0.2603982998393715,0.08333215958041902,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_1,0.26997059340857743,0.26997059340857743,0.08639546642901111,1
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_2,0.2553508216499165,0.2553508216499165,0.0817168753860836,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_3,-0.37880941398935963,0.37880941398935963,0.12122585499443987,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_4,-0.3363766460731863,0.3363766460731863,0.10764660278883541,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_5,0.3407717947738523,0.3407717947738523,0.10905312976358715,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_6,0.41513549080168777,0.41513549080168777,0.132850855740308,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_7,-0.29586788324507285,0.29586788324507285,0.09468306696513759,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_8,-0.22853867454044308,0.22853867454044308,0.07313650399733582,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_9,0.33022590241656724,0.33022590241656724,0.10567825371648047,0
delay,delay_g_1_25,усиленный цикл,114,late,4,Lag_10,-0.013378090584269866,0.013378090584269866,0.0042812306383619445,0
delay,delay_g_1_25,усиленный цикл,115,late,1,X_n,0.24270025008379817,0.24270025008379817,0.07847168992287828,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_1,0.4014921339944254,0.4014921339944254,0.1298134890030279,1
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_2,0.3462126713653674,0.3462126713653674,0.11194011289800523,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_3,0.08995097917849021,0.08995097917849021,0.029083634417008675,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_4,-0.2154255361874267,0.2154255361874267,0.06965302207695603,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_5,-0.3859074805453834,0.3859074805453834,0.12477454037159266,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_6,-0.3756506121493001,0.3756506121493001,0.12145821170658588,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_7,-0.12878192026344001,0.12878192026344001,0.041638749490765875,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_8,0.19007013047163288,0.19007013047163288,0.06145491954302142,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_9,0.4130842155376542,0.4130842155376542,0.13356152893338186,0
delay,delay_g_1_25,усиленный цикл,115,late,1,Lag_10,0.3035623960234195,0.3035623960234195,0.09815010163677605,0
delay,delay_g_1_25,усиленный цикл,115,late,2,X_n,-0.3587392542526769,0.3587392542526769,0.12184799702164634,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_1,-0.05690782814530437,0.05690782814530437,0.01932909429943062,1
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_2,0.2533555924053074,0.2533555924053074,0.08605378726431633,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_3,0.435507153882308,0.435507153882308,0.14792268691003213,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_4,0.3641250333222191,0.3641250333222191,0.12367731005122241,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_5,0.13555105305139786,0.13555105305139786,0.04604074996725705,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_6,-0.15292513097095192,0.15292513097095192,0.05194196253181396,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_7,-0.4152598340171027,0.4152598340171027,0.14104556002362187,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_8,-0.3999259268550661,0.3999259268550661,0.13583730402135558,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_9,-0.047464530416550535,0.047464530416550535,0.01612162006880945,0
delay,delay_g_1_25,усиленный цикл,115,late,2,Lag_10,0.3243925513079983,0.3243925513079983,0.11018192784049445,0
delay,delay_g_1_25,усиленный цикл,115,late,3,X_n,0.371470204075978,0.371470204075978,0.13544647481688982,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_1,-0.13333801974399145,0.13333801974399145,0.04861807093872485,1
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_2,-0.31746103220844357,0.31746103220844357,0.11575350386802512,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_3,0.22806335002425376,0.22806335002425376,0.08315707816338752,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_4,0.5396642056347316,0.5396642056347316,0.1967738285225456,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_5,-0.0016019931185923034,0.0016019931185923034,0.0005841230823182327,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_6,-0.49427950722349356,0.49427950722349356,0.18022553651155948,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_7,-0.057355404977171266,0.057355404977171266,0.020913083554513056,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_8,0.33709874966470227,0.33709874966470227,0.12291386174791663,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_9,-0.08327527583259992,0.08327527583259992,0.030364057270722035,0
delay,delay_g_1_25,усиленный цикл,115,late,3,Lag_10,-0.17895314420917988,0.17895314420917988,0.06525038152339761,0
delay,delay_g_1_25,усиленный цикл,115,late,4,X_n,-0.11990906808605137,0.11990906808605137,0.045032449612181634,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_1,-0.3736192607568572,0.3736192607568572,0.1403145800624475,1
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_2,0.09561673610070874,0.09561673610070874,0.03590934296517413,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_3,0.4407506452460534,0.4407506452460534,0.16552610691074418,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_4,-0.09849728602834874,0.09849728602834874,0.036991147882369645,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_5,-0.4851275153558551,0.4851275153558551,0.18219206219722714,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_6,0.0012445939138501737,0.0012445939138501737,0.00046741346261539046,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_7,0.5437710196964203,0.5437710196964203,0.20421592324836196,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_8,0.06619113860417923,0.06619113860417923,0.024858412808500284,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_9,-0.2471526977047064,0.2471526977047064,0.09281943045303889,0
delay,delay_g_1_25,усиленный цикл,115,late,4,Lag_10,0.19084589771972352,0.19084589771972352,0.0716731303973395,0
delay,delay_g_1_25,усиленный цикл,116,late,1,X_n,0.21345518335950647,0.21345518335950647,0.06852521975633304,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_1,0.3991728245161851,0.3991728245161851,0.1281458950315508,1
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_2,0.34365163118730274,0.34365163118730274,0.11032200378601609,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_3,0.1249036964660278,0.1249036964660278,0.04009765944309492,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_4,-0.17746179337798815,0.17746179337798815,0.056970311979252376,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_5,-0.38005084369013264,0.38005084369013264,0.12200719220101458,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_6,-0.3884366890635286,0.3884366890635286,0.12469928844346918,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_7,-0.21177526892559778,0.21177526892559778,0.06798591916899828,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_8,0.14269666120794197,0.14269666120794197,0.0458097100940404,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_9,0.3816918745383693,0.3816918745383693,0.12253401004508138,0
delay,delay_g_1_25,усиленный цикл,116,late,1,Lag_10,0.35169074740457984,0.35169074740457984,0.11290279005114887,0
delay,delay_g_1_25,усиленный цикл,116,late,2,X_n,-0.37935674702166683,0.37935674702166683,0.12447470574730098,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_1,-0.10248749856417239,0.10248749856417239,0.03362824393320642,1
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_2,0.25213000558114274,0.25213000558114274,0.0827290103607558,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_3,0.43136420333968584,0.43136420333968584,0.14153941560860017,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_4,0.384418244666712,0.384418244666712,0.12613548662164686,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_5,0.1386769129366748,0.1386769129366748,0.045502730786414015,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_6,-0.14450216884722084,0.14450216884722084,0.04741411636492471,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_7,-0.3736335980185006,0.3736335980185006,0.1225968235329736,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_8,-0.4183730426402953,0.4183730426402953,0.1372767501411525,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_9,-0.16626565991257028,0.16626565991257028,0.05455516280119295,0
delay,delay_g_1_25,усиленный цикл,116,late,2,Lag_10,0.25645324648291323,0.25645324648291323,0.08414755410183192,0
delay,delay_g_1_25,усиленный цикл,116,late,3,X_n,0.3277034633477331,0.3277034633477331,0.1065640635843449,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_1,0.15375284767752026,0.15375284767752026,0.04999803196707566,1
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_2,-0.3339134851799748,0.3339134851799748,0.10858346598745276,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_3,-0.14629340003987568,0.14629340003987568,0.04757233574695804,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_4,0.4723638975029059,0.4723638975029059,0.15360538425263748,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_5,0.38972777337701187,0.38972777337701187,0.12673340342046877,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_6,-0.2760363228694918,0.2760363228694918,0.08976271401391879,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_7,-0.43081248781606823,0.43081248781606823,0.14009351282273805,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_8,0.1676431196479564,0.1676431196479564,0.05451493212534687,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_9,0.19611112032565825,0.19611112032565825,0.0637722826682635,0
delay,delay_g_1_25,усиленный цикл,116,late,3,Lag_10,-0.18082007679703943,0.18082007679703943,0.0587998734107951,0
delay,delay_g_1_25,усиленный цикл,116,late,4,X_n,-0.19876203478755536,0.19876203478755536,0.06429062723675688,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_1,0.42051451744102236,0.42051451744102236,0.1360176359501536,1
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_2,0.15369433374374808,0.15369433374374808,0.04971324191605466,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_3,-0.3931628757292491,0.3931628757292491,0.1271706033491619,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_4,-0.276327656515919,0.276327656515919,0.08937963620295881,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_5,0.3794681478746781,0.3794681478746781,0.12274097148033893,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_6,0.3860788776660276,0.3860788776660276,0.12487924685688576,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_7,-0.2416019663267318,0.2416019663267318,0.07814742877522564,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_8,-0.3402018286251973,0.3402018286251973,0.11004007366287546,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_9,0.2414571330447869,0.2414571330447869,0.0781005816871942,0
delay,delay_g_1_25,усиленный цикл,116,late,4,Lag_10,0.060348229914977194,0.060348229914977194,0.019519952882394307,0
delay,delay_g_1_25,усиленный цикл,117,late,1,X_n,0.30553721964501546,0.30553721964501546,0.10029987573534087,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_1,0.415489017941291,0.415489017941291,0.13639417455368652,1
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_2,0.2570477753506181,0.2570477753506181,0.08438205975582005,0
delay,delay_g_1_25,усиленный цикл,117,late,1,Lag_3,-0.05430977344660593,0.05430977344660593,0.017828477768560978,0
