model,case,regime,start,end,stage,true_predictor_count,cond_original,cond_pcr,cond_reduction_ratio,enter_validation_r2,pcr_validation_r2,enter_validation_mae,pcr_validation_mae,enter_true_mass_share,pcr_true_mass_share,enter_support_90,pcr_support_90,enter_pairwise,pcr_pairwise,enter_topk,pcr_topk,enter_false_lag_rate,pcr_false_lag_rate,enter_hit_rate,pcr_hit_rate,retained_components,explained_variance_share,pc1_share,component_dominance,component_true_loading_share
base,base_a_2_52,предтурбулентный цикл,20,45,early,1.0,1.217507450257377e+16,5.323379499616904,2287094974808755.5,0.9999999999965696,0.9840013362358703,8.186807491187645e-07,0.09112396830739393,0.40780999961468023,0.19105499749235202,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717532522250925,0.9386309868943334,0.099735331430124,0.09958533935947866
base,base_a_2_52,предтурбулентный цикл,21,46,early,1.0,2.1710737439508508e+16,5.029912396099622,4316325162311735.0,0.9999999999959669,0.9949999797966843,9.37926870632951e-07,0.04822234902900189,0.662301261451897,0.1744681289360789,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748421829979136,0.9377759666709672,0.11719512098959758,0.11487914565803513
base,base_a_2_52,предтурбулентный цикл,22,47,early,1.0,9303952213847138.0,5.298724037724067,1755885407054226.2,0.9999999999952311,0.9792280284580657,8.358017343224056e-07,0.09108525358259717,0.5638021621977262,0.20088635780956648,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9717908498199842,0.9383689579952348,0.10039337290296098,0.10021327293585112
base,base_a_2_52,предтурбулентный цикл,23,48,early,1.0,3.5483726233954696e+16,5.022957911607476,7064308890973564.0,0.9999999999997551,0.9863252311849967,1.634217383824262e-07,0.05751243237742668,0.4051499070661259,0.1702217647340177,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745299764759872,0.937376868146105,0.11766896139542121,0.11268589862701052
base,base_a_2_52,предтурбулентный цикл,24,49,early,1.0,6.6189976218231176e+16,5.322088764298214,1.2436841839664276e+16,0.9999999999998312,0.9840378851495383,1.7990470987013415e-07,0.09104354776770214,0.4068769726767397,0.19104262948159142,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717505973721877,0.9386129026548781,0.09971387166061604,0.09960408561507296
base,base_a_2_52,предтурбулентный цикл,25,50,early,1.0,4.749721355129903e+17,5.029680784951124,9.443385292643494e+16,0.9999999999997988,0.9950039006763141,2.0794340640136374e-07,0.048166416957168924,0.6582846311947161,0.1744077121810823,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748689586955154,0.9377984402113634,0.11716339432534349,0.11486326074431893
base,base_a_2_52,предтурбулентный цикл,26,51,early,1.0,4.369535948750803e+16,5.301767558161195,8241658844557650.0,0.9999999999997594,0.979220007641926,1.8776499960404536e-07,0.09111490439220521,0.5651546621080341,0.2008952737487118,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718139223650865,0.938428281223888,0.100369690014768,0.10021759446446499
base,base_a_2_52,предтурбулентный цикл,27,52,early,1.0,6.302077977715811e+16,5.025311834047717,1.2540670481417074e+16,0.9999999999999895,0.9863259134437949,3.389058113774842e-08,0.057522957751252025,0.40678700653607175,0.17024921341135885,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745338106720308,0.9374140287169985,0.11761364786684755,0.11269727476614941
base,base_a_2_52,предтурбулентный цикл,28,53,early,1.0,3.4663049298004e+16,5.322523738370893,6512521315426504.0,0.9999999999999926,0.9840213714872887,3.7961854955822126e-08,0.091079573095035,0.40727252996132907,0.19104664673641097,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717509536856557,0.9386184781774726,0.09969242524092076,0.0995951663583517
base,base_a_2_52,предтурбулентный цикл,29,54,early,1.0,7.429920600734262e+16,5.0296643046932505,1.4772199794330804e+16,0.9999999999999912,0.9950020436270677,4.3349885088990923e-08,0.048191476136105006,0.6600956194628008,0.1744332918696298,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748563852918198,0.9377861112349035,0.11712804699581125,0.11486947658473726
base,base_a_2_52,предтурбулентный цикл,30,55,early,1.0,4.743831818860345e+16,5.300302953526884,8950114475444734.0,0.9999999999999892,0.9792237117731257,4.079688686875471e-08,0.09110095009136969,0.5645148933319154,0.2008900603026905,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718029191853398,0.9383998374199076,0.1003575725946349,0.10021516833053816
base,base_a_2_52,предтурбулентный цикл,31,56,early,1.0,1.555683005745879e+17,5.024178516895665,3.0963927744890384e+16,0.9999999999999996,0.9863254702683795,7.561328600284393e-09,0.057517575049643464,0.4060158503757886,0.17023567826479505,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745318860492829,0.9373960673483026,0.11759621368312194,0.11269148671428238
base,base_a_2_52,предтурбулентный цикл,32,57,early,1.0,2.2170399921481092e+16,5.322290249657084,4165575134296656.0,0.9999999999999997,0.984029059508075,9.114152321743063e-09,0.09106273639813019,0.4070826047984597,0.19104443128689552,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506136167628,0.9386153417272753,0.09968755837476193,0.09959921912971263
base,base_a_2_52,предтурбулентный цикл,33,58,early,1.0,1.997751510976843e+17,5.029646816014836,3.971951876652307e+16,0.9999999999999998,0.9950028913916001,1.066472591719029e-08,0.04817975113344878,0.6592505293125308,0.17442100755975015,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748621433111855,0.9377914023032745,0.11712180636601546,0.11486637216287678
base,base_a_2_52,предтурбулентный цикл,34,59,early,1.0,1.1216255321704988e+16,5.300966451529417,2115888758071447.8,0.9999999999999994,0.9792220010655615,1.5504300473108874e-08,0.09110733755829419,0.5648069750790582,0.20089222618597025,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718079244319915,0.9384127446409792,0.10035233364339602,0.10021619390854083
base,base_a_2_52,предтурбулентный цикл,35,60,early,1.0,5743622998571557.0,5.0246918382929735,1143079652129039.8,1.0,0.9863256467374165,2.0045526349932175e-09,0.057519945335878765,0.4063687758590671,0.17024174032082537,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745327413940005,0.9374041882288365,0.11758408048386816,0.11269404230439747
base,base_a_2_52,предтурбулентный цикл,36,61,early,1.0,2.8445823654836772e+16,5.3223909998225825,5344557296858684.0,0.9999999999999998,0.984025522934873,1.0525859702366821e-08,0.09107046751272689,0.40716874418538157,0.19104537784498207,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717507324402259,0.9386166681815855,0.09968299919966116,0.09959733394431727
base,base_a_2_52,предтурбулентный цикл,37,62,early,1.0,1.7104114505277678e+16,5.0296494394493765,3400657384016441.5,0.9999999999999997,0.9950024976992503,1.3953926199702002e-08,0.04818513353243584,0.6596389457356968,0.17442657934968364,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748594736631732,0.9377888713741103,0.11711401901191176,0.11486775589664038
base,base_a_2_52,предтурбулентный цикл,38,63,early,1.0,1.991381578485862e+16,5.300657257379563,3756857841946798.0,0.9999999999999999,0.9792227912474972,3.836596003855182e-09,0.09110437512201146,0.5646713238469276,0.20089117499592138,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718055964136976,0.938406734450419,0.10034977547184754,0.10021570026573784
base,base_a_2_52,предтурбулентный цикл,39,64,early,1.0,1.3754570549540928e+16,5.024452604542576,2737526180882969.5,0.9999999999999994,0.9863255592993261,1.3422150761203492e-08,0.05751882626830077,0.4062050402881008,0.17023890051599627,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745323392282011,0.937400400352791,0.1175803962558512,0.11269283716012016
base,base_a_2_52,предтурбулентный цикл,40,65,early,1.0,1.0781478037034724e+16,5.322342965078636,2025701482932419.8,0.9999999999999988,0.9840271593987023,2.2530079986834057e-08,0.09106688716124949,0.4071286780019777,0.19104492426273756,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506694820299,0.9386160296833795,0.09968194744256739,0.0995982017788383
base,base_a_2_52,предтурбулентный цикл,41,66,early,1.0,7600579585476111.0,5.029647074666012,1511155648228224.8,0.9999999999999983,0.9950026790922617,2.9420800166472343e-08,0.04818264043516426,0.6594591884882239,0.17442398416352262,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748607045725437,0.9377900219428001,0.11711270957112957,0.11486710609218627
base,base_a_2_52,предтурбулентный цикл,42,67,early,1.0,2.0202966208532333e+19,5.300799487329938,3.8113054939772406e+18,0.9999999999999647,0.9792224262700203,1.2406995205290391e-07,0.09110574085922225,0.5647339161665115,0.20089164961990014,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718066682509642,0.9384095001379053,0.10034864891063325,0.10021592399283515
base,base_a_2_52,предтурбулентный цикл,43,68,early,1.0,3755959680231324.0,5.024562647923606,747519723290438.0,0.9999999999998992,0.9863255984129833,1.7946145366061947e-07,0.057519337943708525,0.4062806565692538,0.17024020366308715,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745325234675797,0.9374021420457282,0.11757779179700184,0.11269338849776217
base,base_a_2_52,предтурбулентный цикл,44,69,early,1.0,5763607352268935.0,5.322364831019084,1082903471531726.1,0.999999999999513,0.9840264041607109,5.228957782321686e-07,0.09106853888159527,0.40714738503739545,0.19104513027879577,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506968314438,0.938616319071401,0.09968097541513579,0.09959780031385496
base,base_a_2_52,предтурбулентный цикл,45,70,early,1.0,4327586106916584.5,5.029647919946188,860415316498512.5,0.9999999999998416,0.9950025952108933,3.1460055756789746e-07,0.04818379048895941,0.6595421000073317,0.17442517824552267,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.974860135555403,0.9377894865498083,0.11711103646041666,0.1148674039565257
base,base_a_2_52,предтурбулентный цикл,46,71,early,1.0,9640272396451140.0,5.300733667047182,1818667566035502.0,0.9999999999999231,0.979222594853148,1.7089199936629976e-07,0.09110510947529087,0.5647048177797152,0.20089142807133586,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718061724349382,0.938408220461622,0.10034810433075676,0.10021581974283511
base,base_a_2_52,предтурбулентный цикл,47,72,early,1.0,4231505838159651.0,5.024511721726623,842172547804413.6,0.9999999999999235,0.9863255800756274,1.52638535736808e-07,0.05751910049328409,0.4062456727021184,0.1702395999248607,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324380443969,0.9374013358778075,0.11757700734294507,0.1126931327061658
base,base_a_2_52,предтурбулентный цикл,48,73,middle,1.0,7308713238904352.0,5.322354662814326,1373210487074097.0,0.9999999999956661,0.984026753138549,1.5637270357471422e-06,0.09106777552512464,0.40713738865236476,0.19104503437535392,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506838303702,0.9386161842259041,0.09968075040939488,0.09959798561752739
base,base_a_2_52,предтурбулентный цикл,49,74,middle,1.0,5253547136048305.0,5.029647476915745,1044515974560876.9,0.9999999999972443,0.9950026339349285,1.3127532330440654e-06,0.04818325896257144,0.6595027489510858,0.1744246257165431,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.974860398283823,0.9377897330052406,0.11711075807593999,0.11486726588792
base,base_a_2_52,предтурбулентный цикл,50,75,middle,1.0,7101607728316901.0,5.300764042658384,1339732851937204.2,0.9999999999980428,0.9792225169852072,7.267129754999028e-07,0.09110540099181762,0.5647188137192831,0.2008915299081215,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.971806401293698,0.9384088110684963,0.10034786357372177,0.10021586770099214
base,base_a_2_52,предтурбулентный цикл,51,76,middle,1.0,5.1480378085469576e+16,5.0245352236051035,1.0245799023085046e+16,0.9999999999656265,0.9863255884877351,3.0745661751356104e-06,0.057519209934073355,0.4062605622013873,0.17023987840169644,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324774320795,0.9374017078851237,0.11757645095414275,0.11269325061423055
base,base_a_2_52,предтурбулентный цикл,52,77,middle,1.0,7054300854779855.0,5.322359344881917,1325408601274434.0,0.9999999998397094,0.9840265919754735,8.907058462829612e-06,0.0910681280254924,0.4071366011140282,0.19104507851396604,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506897568484,0.9386162462591866,0.09968054305758797,0.09959789999810843
base,base_a_2_52,предтурбулентный цикл,53,78,middle,1.0,9139195139550648.0,5.029647670318938,1817064680988105.2,0.9999999999984438,0.9950026160439973,8.476617453697285e-07,0.04818350440516914,0.6595227190915782,0.17442488071799223,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748602769090358,0.9377896189884464,0.11711040058185863,0.11486732955781556
base,base_a_2_52,предтурбулентный цикл,54,79,middle,1.0,7879893578335087.0,5.300750006556778,1486562008883276.8,0.9999999997297462,0.9792225529522742,1.080653764856665e-05,0.09110526631579724,0.564711258373701,0.2008914827642081,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718062955507847,0.9384085381677728,0.10034774744245681,0.10021584550772696
base,base_a_2_52,предтурбулентный цикл,55,80,middle,1.0,1.6639922491351278e+16,5.024524363703575,3311740830944244.0,0.9999999999822804,0.9863255845898632,1.7463710258088423e-06,0.057519159333102754,0.4062459516183394,0.1702397496910732,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324592242672,0.937401535979086,0.11757628366258949,0.11269319610128431
base,base_a_2_52,предтурбулентный цикл,56,81,middle,1.0,2.17603886061825e+16,5.322357179131559,4088487088296676.5,0.9999999937812385,0.984026666422498,5.82488944990874e-05,0.09106796518673739,0.40713767478408847,0.19104505809252703,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506870026416,0.9386162175525138,0.09968049502475015,0.09959793953952154
base,base_a_2_52,предтурбулентный цикл,57,82,middle,1.0,2.1546408057282956e+16,5.029647578591171,4283880276024868.0,0.9999999939411665,0.9950026243068412,6.092637523822756e-05,0.048183391021253075,0.659559297986014,0.1744247628885361,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748603329672583,0.9377896716142348,0.1171103412333026,0.1148673001267217
base,base_a_2_52,предтурбулентный цикл,58,83,middle,1.0,8385642297244192.0,5.300756488588461,1581970859309782.2,0.9999999946022115,0.9792225363391788,4.364446680084807e-05,0.09110532851696117,0.5647094344881245,0.2008915045173071,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718063443860272,0.9384086641984859,0.10034769605855949,0.10021585574988784
base,base_a_2_52,предтурбулентный цикл,59,84,middle,1.0,8040784057876553.0,5.024529378920104,1600305909566542.5,0.9999999657260397,0.9863255863876482,0.00010103401300315396,0.05751918269479265,0.4062378948966419,0.17023980912454087,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324676312699,0.9374016153657193,0.11757616492407191,0.11269322126970191
base,base_a_2_52,предтурбулентный цикл,60,85,middle,1.0,7767170198164525.0,5.32235817882215,1459347517998763.8,0.9999999951995949,0.9840266320369063,4.5418372705330334e-05,0.09106804039738947,0.4072723084406536,0.1910450675179068,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506882712225,0.9386162308006131,0.0996804507876941,0.09959792127415414
base,base_a_2_52,предтурбулентный цикл,61,86,middle,1.0,8542286073809094.0,5.029647620448878,1698386590559345.5,0.9999999795266945,0.9950026204900527,0.00010516608818221067,0.04818344338992059,0.6595692712522919,0.17442481730411613,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.974860307073131,0.9377896472983295,0.11711026493764037,0.11486731371615763
base,base_a_2_52,предтурбулентный цикл,62,87,middle,1.0,7940678289806536.0,5.300753494294431,1498028213980076.2,0.9999995085790413,0.9792225440127316,0.0004617569989234978,0.0911052997852382,0.5649026622682711,0.20089149446478627,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718063218276117,0.9384086059806005,0.10034767128449446,0.10021585101716758
base,base_a_2_52,предтурбулентный цикл,63,88,middle,1.0,2.459990312153919e+16,5.024527062201032,4895963902075794.0,0.9999999672372334,0.9863255855566936,0.00010083033321149164,0.057519171901781053,0.4065140695056423,0.1702397816685879,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324637474237,0.9374015786937225,0.11757612923574692,0.11269320964212354
base,base_a_2_52,предтурбулентный цикл,64,89,middle,1.0,3.0103160869870324e+16,5.322357716925577,5655982267809539.0,0.999999452541682,0.9840266479198132,0.0005375342811014816,0.09106800565686739,0.4069404101525348,0.19104506316280145,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506876845038,0.938616224678904,0.09968044053863881,0.09959792971061246
base,base_a_2_52,предтурбулентный цикл,65,90,middle,1.0,5.319200757517756e+16,5.029647601005858,1.0575692731343626e+16,0.9999989740084132,0.995002622252976,0.0007276287136971926,0.04818341920029066,0.6581678278049288,0.17442479216764142,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748603190333636,0.9377896585280465,0.11711025227768587,0.1148673074382214
base,base_a_2_52,предтурбулентный цикл,66,91,middle,1.0,4.102880353878094e+16,5.3007548772968445,7740181255033596.0,0.9999985817708543,0.9792225404683355,0.0004732624641439753,0.09110531305611035,0.5639578071608974,0.20089149910699497,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.971806332246966,0.9384086328703296,0.10034766032092332,0.10021585320279691
base,base_a_2_52,предтурбулентный цикл,67,92,middle,1.0,2.6492338476653853e+17,5.024528132245154,5.272602278139908e+16,0.9999987994794605,0.9863255859403899,0.0005751508830935484,0.05751917688655739,0.4059486564093773,0.17023979434962497,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324655412202,0.9374015956316886,0.11757610390143028,0.11269321501237509
base,base_a_2_52,предтурбулентный цикл,68,93,middle,1.0,1.5480678813899094e+17,5.3223579302443005,2.908612877373416e+16,0.9999967563238653,0.9840266405835949,0.001234195462520682,0.09106802170324384,0.40920914198963565,0.1910450651740849,7.0,5.0,1.0,0.9,1.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506879553449,0.9386162275059865,0.09968043110074667,0.09959792581377333
base,base_a_2_52,предтурбулентный цикл,69,94,middle,1.0,3.0495554874623828e+16,5.0296476099632805,6063159338283436.0,0.9999940349022627,0.9950026214386767,0.001707417224960354,0.048183430373283896,0.6658547852013607,0.17442480377768552,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748603135089158,0.937789653340694,0.11711023599893021,0.11486731033777092
base,base_a_2_52,предтурбулентный цикл,70,95,middle,1.0,7.92561845311119e+16,5.300754238479444,1.4951869293575674e+16,0.9999675029057004,0.9792225421054835,0.0037355167330375325,0.09110530692627333,0.5669972410707628,0.20089149696255015,7.0,5.0,1.0,0.9,1.0,0.0,0.875,0.8,1.0,1.0,2.0,0.9718063274342205,0.9384086204498165,0.10034765503550204,0.10021585219317358
base,base_a_2_52,предтурбулентный цикл,71,96,middle,1.0,1.188300601572587e+16,5.024527637985042,2364999632182588.0,0.9995251544068038,0.9863255857631357,0.01218858220881904,0.05751917458399556,0.41010471116190733,0.17023978849211133,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324647126394,0.9374015878079223,0.11757609628749197,0.11269321253176146
base,base_a_2_52,предтурбулентный цикл,72,97,middle,1.0,2.2707196311021692e+16,5.322357831706431,4266379117869534.5,0.9999595544781728,0.98402664397219,0.004770989494585209,0.09106801429141904,0.21995680537348342,0.19104506424500764,6.0,5.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8,1.0,1.0,2.0,0.9717506878302095,0.9386162262000528,0.09968042891405778,0.09959792761370212
base,base_a_2_52,предтурбулентный цикл,73,98,middle,1.0,2.3592474620502628e+16,5.029647605820914,4690681429291105.0,0.9999998735683436,0.9950026218147977,0.00019505636297525072,0.04818342521247341,0.6309311740890688,0.17442479841493996,6.0,9.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8888888888888888,1.0,1.0,2.0,0.9748603160606363,0.9377896557366411,0.11711023329802783,0.11486730899842998
base,base_a_2_52,предтурбулентный цикл,74,99,middle,1.0,3.9099004795618424e+16,5.300754533545238,7376120616071675.0,0.9999999999999999,0.9792225413492885,5.677156430146842e-09,0.09110530975762005,0.4732116999710397,0.20089149795301794,6.0,5.0,1.0,0.9,1.0,0.0,0.8571428571428571,0.8,1.0,1.0,2.0,0.9718063296572019,0.9384086261867788,0.10034765269639112,0.10021585265949803
base,base_a_2_52,предтурбулентный цикл,75,100,middle,1.0,3.8328902983533736e+16,5.024527866280698,7628359122208612.0,1.0,0.9863255858450035,2.0499284307066525e-09,0.05751917564752131,0.38450272933031554,0.17023979119764707,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.9090909090909091,1.0,1.0,2.0,0.9745324650953526,0.9374015914216683,0.11757609088235915,0.11269321367752862
base,base_a_2_52,предтурбулентный цикл,76,101,middle,1.0,1.9448935852840262e+17,5.322357877219477,3.654195433960716e+16,1.0,0.9840266424070085,9.315988351114395e-10,0.0910680177149148,0.22296667702001155,0.19104506467413143,7.0,5.0,1.0,0.9,1.0,0.0,0.8333333333333334,0.8,1.0,1.0,2.0,0.9717506878880019,0.938616226803237,0.09968042690049103,0.0995979267823166
base,base_a_2_52,предтурбулентный цикл,77,102,middle,1.0,9.246922537462239e+17,5.029647607733207,1.8384831818525155e+17,1.0,0.9950026216410678,3.981107499217984e-09,0.048183427596233674,0.2269623849709512,0.1744248008919601,7.0,9.0,1.0,0.9,1.0,0.0,0.875,0.8888888888888888,1.0,1.0,2.0,0.9748603148820004,0.9377896546299417,0.11711022982491257,0.11486730961705874
base,base_a_2_52,предтурбулентный цикл,78,103,middle,1.0,1.6548770428367376e+16,5.300754397254491,3121965137064030.0,1.0,0.9792225416985734,3.98417759894798e-09,0.09110530844982506,0.19583667506402191,0.20089149749551333,8.0,5.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9718063286304086,0.9384086235368796,0.10034765156875444,0.10021585244410007
base,base_a_2_52,предтурбулентный цикл,79,104,middle,1.0,1.0671494922718536e+16,5.024527760831034,2123880179528258.8,0.9999999999999996,0.9863255858071878,1.2141549858106041e-08,0.05751917515627639,0.19134502214631716,0.17023978994795858,8.0,9.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.9090909090909091,1.0,1.0,2.0,0.9745324649185768,0.9374015897524799,0.11757608925793603,0.1126932131482966
base,base_a_2_52,предтурбулентный цикл,80,105,middle,1.0,1.9621443067269005e+18,5.32235785619681,3.686607251412793e+17,0.9999999999999998,0.9840266431299628,1.1886032010484845e-08,0.09106801613360815,0.1891480785963519,0.1910450644759171,8.0,5.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.971750687861306,0.9386162265246225,0.09968042643395944,0.0995979271663312
base,base_a_2_52,предтурбулентный цикл,81,106,middle,1.0,1.8311289094614928e+17,5.029647606849692,3.640670386067894e+16,0.9999999999999996,0.9950026217213133,1.6381052680980446e-08,0.048183426495178726,0.1925040377333769,0.1744247997478261,8.0,9.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8888888888888888,1.0,1.0,2.0,0.9748603154264093,0.9377896551411199,0.11711022924868068,0.11486730933131356
base,base_a_2_52,предтурбулентный цикл,82,107,middle,1.0,8.208540727227042e+16,5.300754460206745,1.5485608301326382e+16,0.9999999999999996,0.9792225415372402,1.2298885447107702e-08,0.0911053090538909,0.19583668044225772,0.20089149770683157,8.0,5.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9718063291046813,0.9384086247608597,0.10034765106970456,0.10021585254359106
base,base_a_2_52,предтурбулентный цикл,83,108,middle,1.0,1.8159207936978588e+16,5.024527809537892,3614112335592526.0,1.0,0.986325585824655,2.7320433508097133e-09,0.05751917538318102,0.19134502160291264,0.17023979052518523,8.0,9.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.9090909090909091,1.0,1.0,2.0,0.9745324650002287,0.9374015905234724,0.11757608810475063,0.11269321339274674
base,base_a_2_52,предтурбулентный цикл,84,109,middle,1.0,1.729928127610938e+16,5.32235786590706,3250304040418214.0,1.0,0.9840266427960326,4.062790289379355e-09,0.0910680168640086,0.18914808412478099,0.19104506456747097,8.0,5.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9717506878736363,0.9386162266533126,0.09968042600436613,0.09959792698895552
base,base_a_2_52,предтурбулентный цикл,85,110,middle,1.0,2.241374415574895e+16,5.02964760725774,4456324956723828.0,0.999999999999994,0.9950026216842479,6.173469522622692e-08,0.048183427003753464,0.1925040494928512,0.17442480027629773,8.0,9.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8888888888888888,1.0,1.0,2.0,0.9748603151749479,0.937789654905007,0.11711022850769101,0.1148673094632979
base,base_a_2_52,предтурбулентный цикл,86,111,middle,1.0,1.1094947041301398e+17,5.30075443112922,2.093088292516475e+16,0.9999999999999993,0.9792225416117595,1.4462196310886336e-08,0.09110530877487409,0.19583666362444865,0.200891497609223,8.0,5.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.8,1.0,1.0,2.0,0.9718063288856157,0.9384086241955056,0.10034765082912424,0.1002158524976362
base,base_a_2_52,предтурбулентный цикл,87,112,middle,1.0,5280619114815382.0,5.024527787040286,1050968237937827.6,0.9999999999999992,0.9863255858165867,1.3608421149206388e-08,0.05751917527837334,0.19134502588728663,0.17023979025856498,8.0,9.0,0.9,0.9,0.0,0.0,0.8888888888888888,0.9090909090909091,1.0,1.0,2.0,0.9745324649625139,0.9374015901673525,0.11757608775818112,0.11269321327983539
